state_po,county_name,party,candidatevotes,totalvotes
IL,Williamson,GREEN,169,33653
IL,Williamson,LIBERTARIAN,420,33653
IL,Williamson,OTHER,57,33653
IL,Williamson,REPUBLICAN,22801,33653
IL,Winnebago,DEMOCRAT,64056,127709
IL,Winnebago,GREEN,645,127709
IL,Winnebago,LIBERTARIAN,1719,127709
IL,Winnebago,OTHER,428,127709
IL,Winnebago,REPUBLICAN,60861,127709
IL,Woodford,DEMOCRAT,6160,21432
IL,Woodford,GREEN,103,21432
IL,Woodford,LIBERTARIAN,314,21432
IL,Woodford,OTHER,56,21432
IL,Woodford,REPUBLICAN,14799,21432
IN,Adams,DEMOCRAT,3236,14209
IN,Adams,GREEN,0,14209
IN,Adams,LIBERTARIAN,287,14209
IN,Adams,OTHER,0,14209
IN,Adams,REPUBLICAN,10686,14209
IN,Allen,DEMOCRAT,73189,169082
IN,Allen,GREEN,29,169082
IN,Allen,LIBERTARIAN,3728,169082
IN,Allen,OTHER,53,169082
IN,Allen,REPUBLICAN,92083,169082
IN,Bartholomew,DEMOCRAT,12934,36235
IN,Bartholomew,GREEN,9,36235
IN,Bartholomew,LIBERTARIAN,872,36235
IN,Bartholomew,OTHER,10,36235
IN,Bartholomew,REPUBLICAN,22410,36235
IN,Benton,DEMOCRAT,1009,4114
IN,Benton,GREEN,1,4114
IN,Benton,LIBERTARIAN,92,4114
IN,Benton,OTHER,5,4114
IN,Benton,REPUBLICAN,3007,4114
IN,Blackford,DEMOCRAT,1376,5351
IN,Blackford,GREEN,1,5351
IN,Blackford,LIBERTARIAN,132,5351
IN,Blackford,OTHER,1,5351
IN,Blackford,REPUBLICAN,3841,5351
IN,Boone,DEMOCRAT,15244,38520
IN,Boone,GREEN,7,38520
IN,Boone,LIBERTARIAN,905,38520
IN,Boone,OTHER,13,38520
IN,Boone,REPUBLICAN,22351,38520
IN,Brown,DEMOCRAT,3036,8981
IN,Brown,GREEN,0,8981
IN,Brown,LIBERTARIAN,168,8981
IN,Brown,OTHER,0,8981
IN,Brown,REPUBLICAN,5777,8981
IN,Carroll,DEMOCRAT,2224,9495
IN,Carroll,GREEN,0,9495
IN,Carroll,LIBERTARIAN,185,9495
IN,Carroll,OTHER,0,9495
IN,Carroll,REPUBLICAN,7086,9495
IN,Cass,DEMOCRAT,4304,15198
IN,Cass,GREEN,3,15198
IN,Cass,LIBERTARIAN,333,15198
IN,Cass,OTHER,6,15198
IN,Cass,REPUBLICAN,10552,15198
IN,Clark,DEMOCRAT,23093,57869
IN,Clark,GREEN,0,57869
IN,Clark,LIBERTARIAN,1108,57869
IN,Clark,OTHER,0,57869
IN,Clark,REPUBLICAN,33668,57869
IN,Clay,DEMOCRAT,2552,12267
IN,Clay,GREEN,6,12267
IN,Clay,LIBERTARIAN,208,12267
IN,Clay,OTHER,2,12267
IN,Clay,REPUBLICAN,9499,12267
IN,Clinton,DEMOCRAT,3361,12949
IN,Clinton,GREEN,6,12949
IN,Clinton,LIBERTARIAN,246,12949
IN,Clinton,OTHER,2,12949
IN,Clinton,REPUBLICAN,9334,12949
IN,Crawford,DEMOCRAT,1355,4944
IN,Crawford,GREEN,0,4944
IN,Crawford,LIBERTARIAN,106,4944
IN,Crawford,OTHER,0,4944
IN,Crawford,REPUBLICAN,3483,4944
IN,Daviess,DEMOCRAT,2169,11954
IN,Daviess,GREEN,3,11954
IN,Daviess,LIBERTARIAN,204,11954
IN,Daviess,OTHER,2,11954
IN,Daviess,REPUBLICAN,9576,11954
IN,Dearborn,DEMOCRAT,5446,25383
IN,Dearborn,GREEN,12,25383
IN,Dearborn,LIBERTARIAN,387,25383
IN,Dearborn,OTHER,10,25383
IN,Dearborn,REPUBLICAN,19528,25383
IN,Decatur,DEMOCRAT,2439,12287
IN,Decatur,GREEN,0,12287
IN,Decatur,LIBERTARIAN,273,12287
IN,Decatur,OTHER,0,12287
IN,Decatur,REPUBLICAN,9575,12287
IN,Dekalb,DEMOCRAT,4966,19628
IN,Dekalb,GREEN,0,19628
IN,Dekalb,LIBERTARIAN,425,19628
IN,Dekalb,OTHER,0,19628
IN,Dekalb,REPUBLICAN,14237,19628
IN,Delaware,DEMOCRAT,20474,48191
IN,Delaware,GREEN,0,48191
IN,Delaware,LIBERTARIAN,890,48191
IN,Delaware,OTHER,0,48191
IN,Delaware,REPUBLICAN,26827,48191
IN,Dubois,DEMOCRAT,6292,21770
IN,Dubois,GREEN,0,21770
IN,Dubois,LIBERTARIAN,432,21770
IN,Dubois,OTHER,13,21770
IN,Dubois,REPUBLICAN,15033,21770
IN,Elkhart,DEMOCRAT,26108,74387
IN,Elkhart,GREEN,37,74387
IN,Elkhart,LIBERTARIAN,1241,74387
IN,Elkhart,OTHER,29,74387
IN,Elkhart,REPUBLICAN,46972,74387
IN,Fayette,DEMOCRAT,2237,10136
IN,Fayette,GREEN,0,10136
IN,Fayette,LIBERTARIAN,144,10136
IN,Fayette,OTHER,0,10136
IN,Fayette,REPUBLICAN,7755,10136
IN,Floyd,DEMOCRAT,17511,41802
IN,Floyd,GREEN,24,41802
IN,Floyd,LIBERTARIAN,850,41802
IN,Floyd,OTHER,17,41802
IN,Floyd,REPUBLICAN,23400,41802
IN,Fountain,DEMOCRAT,1629,7986
IN,Fountain,GREEN,2,7986
IN,Fountain,LIBERTARIAN,200,7986
IN,Fountain,OTHER,1,7986
IN,Fountain,REPUBLICAN,6154,7986
IN,Franklin,DEMOCRAT,2137,12000
IN,Franklin,GREEN,1,12000
IN,Franklin,LIBERTARIAN,169,12000
IN,Franklin,OTHER,2,12000
IN,Franklin,REPUBLICAN,9691,12000
IN,Fulton,DEMOCRAT,2280,9147
IN,Fulton,GREEN,3,9147
IN,Fulton,LIBERTARIAN,170,9147
IN,Fulton,OTHER,0,9147
IN,Fulton,REPUBLICAN,6694,9147
IN,Gibson,DEMOCRAT,4023,16161
IN,Gibson,GREEN,0,16161
IN,Gibson,LIBERTARIAN,321,16161
IN,Gibson,OTHER,0,16161
IN,Gibson,REPUBLICAN,11817,16161
IN,Grant,DEMOCRAT,8015,27159
IN,Grant,GREEN,4,27159
IN,Grant,LIBERTARIAN,584,27159
IN,Grant,OTHER,13,27159
IN,Grant,REPUBLICAN,18543,27159
IN,Greene,DEMOCRAT,3389,14784
IN,Greene,GREEN,1,14784
IN,Greene,LIBERTARIAN,290,14784
IN,Greene,OTHER,1,14784
IN,Greene,REPUBLICAN,11103,14784
IN,Hamilton,DEMOCRAT,88390,193999
IN,Hamilton,GREEN,57,193999
IN,Hamilton,LIBERTARIAN,3894,193999
IN,Hamilton,OTHER,71,193999
IN,Hamilton,REPUBLICAN,101587,193999
IN,Hancock,DEMOCRAT,12895,42911
IN,Hancock,GREEN,2,42911
IN,Hancock,LIBERTARIAN,1016,42911
IN,Hancock,OTHER,2,42911
IN,Hancock,REPUBLICAN,28996,42911
IN,Harrison,DEMOCRAT,5343,20236
IN,Harrison,GREEN,3,20236
IN,Harrison,LIBERTARIAN,323,20236
IN,Harrison,OTHER,2,20236
IN,Harrison,REPUBLICAN,14565,20236
IN,Hendricks,DEMOCRAT,32604,88505
IN,Hendricks,GREEN,18,88505
IN,Hendricks,LIBERTARIAN,2052,88505
IN,Hendricks,OTHER,29,88505
IN,Hendricks,REPUBLICAN,53802,88505
IN,Henry,DEMOCRAT,5544,21030
IN,Henry,GREEN,4,21030
IN,Henry,LIBERTARIAN,434,21030
IN,Henry,OTHER,5,21030
IN,Henry,REPUBLICAN,15043,21030
IN,Howard,DEMOCRAT,13303,40630
IN,Howard,GREEN,12,40630
IN,Howard,LIBERTARIAN,858,40630
IN,Howard,OTHER,8,40630
IN,Howard,REPUBLICAN,26449,40630
IN,Huntington,DEMOCRAT,4255,17829
IN,Huntington,GREEN,7,17829
IN,Huntington,LIBERTARIAN,408,17829
IN,Huntington,OTHER,12,17829
IN,Huntington,REPUBLICAN,13147,17829
IN,Jackson,DEMOCRAT,4302,19238
IN,Jackson,GREEN,0,19238
IN,Jackson,LIBERTARIAN,381,19238
IN,Jackson,OTHER,0,19238
IN,Jackson,REPUBLICAN,14555,19238
IN,Jasper,DEMOCRAT,3798,15475
IN,Jasper,GREEN,4,15475
IN,Jasper,LIBERTARIAN,288,15475
IN,Jasper,OTHER,2,15475
IN,Jasper,REPUBLICAN,11383,15475
IN,Jay,DEMOCRAT,1926,8461
IN,Jay,GREEN,3,8461
IN,Jay,LIBERTARIAN,169,8461
IN,Jay,OTHER,2,8461
IN,Jay,REPUBLICAN,6361,8461
IN,Jefferson,DEMOCRAT,4731,14697
IN,Jefferson,GREEN,6,14697
IN,Jefferson,LIBERTARIAN,296,14697
IN,Jefferson,OTHER,1,14697
IN,Jefferson,REPUBLICAN,9663,14697
IN,Jennings,DEMOCRAT,2523,12251
IN,Jennings,GREEN,0,12251
IN,Jennings,LIBERTARIAN,238,12251
IN,Jennings,OTHER,0,12251
IN,Jennings,REPUBLICAN,9490,12251
IN,Johnson,DEMOCRAT,24736,77618
IN,Johnson,GREEN,30,77618
IN,Johnson,LIBERTARIAN,1618,77618
IN,Johnson,OTHER,15,77618
IN,Johnson,REPUBLICAN,51219,77618
IN,Knox,DEMOCRAT,4067,16011
IN,Knox,GREEN,4,16011
IN,Knox,LIBERTARIAN,282,16011
IN,Knox,OTHER,3,16011
IN,Knox,REPUBLICAN,11655,16011
IN,Kosciusko,DEMOCRAT,8364,35787
IN,Kosciusko,GREEN,5,35787
IN,Kosciusko,LIBERTARIAN,903,35787
IN,Kosciusko,OTHER,16,35787
IN,Kosciusko,REPUBLICAN,26499,35787
IN,Lagrange,DEMOCRAT,2355,10633
IN,Lagrange,GREEN,0,10633
IN,Lagrange,LIBERTARIAN,168,10633
IN,Lagrange,OTHER,0,10633
IN,Lagrange,REPUBLICAN,8110,10633
IN,Lake,DEMOCRAT,124870,219956
IN,Lake,GREEN,76,219956
IN,Lake,LIBERTARIAN,3212,219956
IN,Lake,OTHER,38,219956
IN,Lake,REPUBLICAN,91760,219956
IN,Laporte,DEMOCRAT,22427,49392
IN,Laporte,GREEN,0,49392
IN,Laporte,LIBERTARIAN,968,49392
IN,Laporte,OTHER,0,49392
IN,Laporte,REPUBLICAN,25997,49392
IN,Lawrence,DEMOCRAT,4961,21025
IN,Lawrence,GREEN,0,21025
IN,Lawrence,LIBERTARIAN,463,21025
IN,Lawrence,OTHER,0,21025
IN,Lawrence,REPUBLICAN,15601,21025
IN,Madison,DEMOCRAT,19524,51793
IN,Madison,GREEN,12,51793
IN,Madison,LIBERTARIAN,1026,51793
IN,Madison,OTHER,16,51793
IN,Madison,REPUBLICAN,31215,51793
IN,Marion,DEMOCRAT,247772,389619
IN,Marion,GREEN,254,389619
IN,Marion,LIBERTARIAN,7228,389619
IN,Marion,OTHER,190,389619
IN,Marion,REPUBLICAN,134175,389619
IN,Marshall,DEMOCRAT,5712,19927
IN,Marshall,GREEN,4,19927
IN,Marshall,LIBERTARIAN,362,19927
IN,Marshall,OTHER,5,19927
IN,Marshall,REPUBLICAN,13844,19927
IN,Martin,DEMOCRAT,1011,5144
IN,Martin,GREEN,0,5144
IN,Martin,LIBERTARIAN,104,5144
IN,Martin,OTHER,0,5144
IN,Martin,REPUBLICAN,4029,5144
IN,Miami,DEMOCRAT,3235,14473
IN,Miami,GREEN,5,14473
IN,Miami,LIBERTARIAN,306,14473
IN,Miami,OTHER,2,14473
IN,Miami,REPUBLICAN,10925,14473
IN,Monroe,DEMOCRAT,39861,63151
IN,Monroe,GREEN,88,63151
IN,Monroe,LIBERTARIAN,1105,63151
IN,Monroe,OTHER,26,63151
IN,Monroe,REPUBLICAN,22071,63151
IN,Montgomery,DEMOCRAT,4213,17198
IN,Montgomery,GREEN,0,17198
IN,Montgomery,LIBERTARIAN,326,17198
IN,Montgomery,OTHER,0,17198
IN,Montgomery,REPUBLICAN,12659,17198
IN,Morgan,DEMOCRAT,7781,36159
IN,Morgan,GREEN,2,36159
IN,Morgan,LIBERTARIAN,862,36159
IN,Morgan,OTHER,2,36159
IN,Morgan,REPUBLICAN,27512,36159
IN,Newton,DEMOCRAT,1509,6591
IN,Newton,GREEN,0,6591
IN,Newton,LIBERTARIAN,140,6591
IN,Newton,OTHER,0,6591
IN,Newton,REPUBLICAN,4942,6591
IN,Noble,DEMOCRAT,4660,19190
IN,Noble,GREEN,0,19190
IN,Noble,LIBERTARIAN,335,19190
IN,Noble,OTHER,0,19190
IN,Noble,REPUBLICAN,14195,19190
IN,Ohio,DEMOCRAT,668,3075
IN,Ohio,GREEN,0,3075
IN,Ohio,LIBERTARIAN,353,3075
IN,Ohio,OTHER,0,3075
IN,Ohio,REPUBLICAN,2054,3075
IN,Orange,DEMOCRAT,2224,8832
IN,Orange,GREEN,0,8832
IN,Orange,LIBERTARIAN,174,8832
IN,Orange,OTHER,2,8832
IN,Orange,REPUBLICAN,6432,8832
IN,Owen,DEMOCRAT,2420,9904
IN,Owen,GREEN,0,9904
IN,Owen,LIBERTARIAN,198,9904
IN,Owen,OTHER,0,9904
IN,Owen,REPUBLICAN,7286,9904
IN,Parke,DEMOCRAT,1503,7013
IN,Parke,GREEN,0,7013
IN,Parke,LIBERTARIAN,110,7013
IN,Parke,OTHER,0,7013
IN,Parke,REPUBLICAN,5400,7013
IN,Perry,DEMOCRAT,3203,8722
IN,Perry,GREEN,0,8722
IN,Perry,LIBERTARIAN,174,8722
IN,Perry,OTHER,0,8722
IN,Perry,REPUBLICAN,5345,8722
IN,Pike,DEMOCRAT,1415,6220
IN,Pike,GREEN,0,6220
IN,Pike,LIBERTARIAN,113,6220
IN,Pike,OTHER,0,6220
IN,Pike,REPUBLICAN,4692,6220
IN,Porter,DEMOCRAT,39746,86509
IN,Porter,GREEN,66,86509
IN,Porter,LIBERTARIAN,1656,86509
IN,Porter,OTHER,33,86509
IN,Porter,REPUBLICAN,45008,86509
IN,Posey,DEMOCRAT,3811,13236
IN,Posey,GREEN,2,13236
IN,Posey,LIBERTARIAN,214,13236
IN,Posey,OTHER,3,13236
IN,Posey,REPUBLICAN,9206,13236
IN,Pulaski,DEMOCRAT,1463,5806
IN,Pulaski,GREEN,0,5806
IN,Pulaski,LIBERTARIAN,97,5806
IN,Pulaski,OTHER,0,5806
IN,Pulaski,REPUBLICAN,4246,5806
IN,Putnam,DEMOCRAT,3946,16597
IN,Putnam,GREEN,0,16597
IN,Putnam,LIBERTARIAN,371,16597
IN,Putnam,OTHER,2,16597
IN,Putnam,REPUBLICAN,12278,16597
IN,Randolph,DEMOCRAT,2513,11070
IN,Randolph,GREEN,1,11070
IN,Randolph,LIBERTARIAN,243,11070
IN,Randolph,OTHER,1,11070
IN,Randolph,REPUBLICAN,8312,11070
IN,Ripley,DEMOCRAT,2774,14271
IN,Ripley,GREEN,4,14271
IN,Ripley,LIBERTARIAN,229,14271
IN,Ripley,OTHER,3,14271
IN,Ripley,REPUBLICAN,11261,14271
IN,Rush,DEMOCRAT,1754,7932
IN,Rush,GREEN,0,7932
IN,Rush,LIBERTARIAN,143,7932
IN,Rush,OTHER,0,7932
IN,Rush,REPUBLICAN,6035,7932
IN,St. Joseph,DEMOCRAT,59896,115238
IN,St. Joseph,GREEN,55,115238
IN,St. Joseph,LIBERTARIAN,1925,115238
IN,St. Joseph,OTHER,198,115238
IN,St. Joseph,REPUBLICAN,53164,115238
IN,Scott,DEMOCRAT,2701,10167
IN,Scott,GREEN,1,10167
IN,Scott,LIBERTARIAN,134,10167
IN,Scott,OTHER,0,10167
IN,Scott,REPUBLICAN,7331,10167
IN,Shelby,DEMOCRAT,5023,19991
IN,Shelby,GREEN,0,19991
IN,Shelby,LIBERTARIAN,400,19991
IN,Shelby,OTHER,0,19991
IN,Shelby,REPUBLICAN,14568,19991
IN,Spencer,DEMOCRAT,3213,10769
IN,Spencer,GREEN,0,10769
IN,Spencer,LIBERTARIAN,199,10769
IN,Spencer,OTHER,0,10769
IN,Spencer,REPUBLICAN,7357,10769
IN,Starke,DEMOCRAT,2650,10290
IN,Starke,GREEN,0,10290
IN,Starke,LIBERTARIAN,174,10290
IN,Starke,OTHER,0,10290
IN,Starke,REPUBLICAN,7466,10290
IN,Steuben,DEMOCRAT,4513,16162
IN,Steuben,GREEN,7,16162
IN,Steuben,LIBERTARIAN,312,16162
IN,Steuben,OTHER,3,16162
IN,Steuben,REPUBLICAN,11327,16162
IN,Sullivan,DEMOCRAT,2153,8994
IN,Sullivan,GREEN,0,8994
IN,Sullivan,LIBERTARIAN,150,8994
IN,Sullivan,OTHER,0,8994
IN,Sullivan,REPUBLICAN,6691,8994
IN,Switzerland,DEMOCRAT,964,4154
IN,Switzerland,GREEN,0,4154
IN,Switzerland,LIBERTARIAN,55,4154
IN,Switzerland,OTHER,2,4154
IN,Switzerland,REPUBLICAN,3133,4154
IN,Tippecanoe,DEMOCRAT,35017,71448
IN,Tippecanoe,GREEN,10,71448
IN,Tippecanoe,LIBERTARIAN,1832,71448
IN,Tippecanoe,OTHER,8,71448
IN,Tippecanoe,REPUBLICAN,34581,71448
IN,Tipton,DEMOCRAT,1834,8116
IN,Tipton,GREEN,1,8116
IN,Tipton,LIBERTARIAN,171,8116
IN,Tipton,OTHER,0,8116
IN,Tipton,REPUBLICAN,6110,8116
IN,Union,DEMOCRAT,736,3483
IN,Union,GREEN,0,3483
IN,Union,LIBERTARIAN,59,3483
IN,Union,OTHER,0,3483
IN,Union,REPUBLICAN,2688,3483
IN,Vanderburgh,DEMOCRAT,34415,77662
IN,Vanderburgh,GREEN,45,77662
IN,Vanderburgh,LIBERTARIAN,1322,77662
IN,Vanderburgh,OTHER,36,77662
IN,Vanderburgh,REPUBLICAN,41844,77662
IN,Vermillion,DEMOCRAT,2145,7481
IN,Vermillion,GREEN,0,7481
IN,Vermillion,LIBERTARIAN,151,7481
IN,Vermillion,OTHER,1,7481
IN,Vermillion,REPUBLICAN,5184,7481
IN,Vigo,DEMOCRAT,18123,43594
IN,Vigo,GREEN,15,43594
IN,Vigo,LIBERTARIAN,900,43594
IN,Vigo,OTHER,11,43594
IN,Vigo,REPUBLICAN,24545,43594
IN,Wabash,DEMOCRAT,3494,14576
IN,Wabash,GREEN,1,14576
IN,Wabash,LIBERTARIAN,317,14576
IN,Wabash,OTHER,2,14576
IN,Wabash,REPUBLICAN,10762,14576
IN,Warren,DEMOCRAT,974,4472
IN,Warren,GREEN,0,4472
IN,Warren,LIBERTARIAN,96,4472
IN,Warren,OTHER,1,4472
IN,Warren,REPUBLICAN,3401,4472
IN,Warrick,DEMOCRAT,11923,33829
IN,Warrick,GREEN,9,33829
IN,Warrick,LIBERTARIAN,557,33829
IN,Warrick,OTHER,14,33829
IN,Warrick,REPUBLICAN,21326,33829
IN,Washington,DEMOCRAT,2784,12139
IN,Washington,GREEN,6,12139
IN,Washington,LIBERTARIAN,233,12139
IN,Washington,OTHER,2,12139
IN,Washington,REPUBLICAN,9114,12139
IN,Wayne,DEMOCRAT,9524,27679
IN,Wayne,GREEN,14,27679
IN,Wayne,LIBERTARIAN,571,27679
IN,Wayne,OTHER,3,27679
IN,Wayne,REPUBLICAN,17567,27679
IN,Wells,DEMOCRAT,2928,14050
IN,Wells,GREEN,2,14050
IN,Wells,LIBERTARIAN,261,14050
IN,Wells,OTHER,4,14050
IN,Wells,REPUBLICAN,10855,14050
IN,White,DEMOCRAT,3032,11166
IN,White,GREEN,2,11166
IN,White,LIBERTARIAN,170,11166
IN,White,OTHER,5,11166
IN,White,REPUBLICAN,7957,11166
IN,Whitley,DEMOCRAT,4234,17556
IN,Whitley,GREEN,3,17556
IN,Whitley,LIBERTARIAN,453,17556
IN,Whitley,OTHER,4,17556
IN,Whitley,REPUBLICAN,12862,17556
IA,Adair,DEMOCRAT,823,4177
IA,Adair,DEMOCRAT,375,4177
IA,Adair,GREEN,3,4177
IA,Adair,GREEN,1,4177
IA,Adair,LIBERTARIAN,14,4177
IA,Adair,LIBERTARIAN,21,4177
IA,Adair,OTHER,12,4177
IA,Adair,OTHER,6,4177
IA,Adair,REPUBLICAN,1205,4177
IA,Adair,REPUBLICAN,1717,4177
IA,Adams,DEMOCRAT,437,2160
IA,Adams,DEMOCRAT,153,2160
IA,Adams,GREEN,0,2160
IA,Adams,GREEN,1,2160
IA,Adams,LIBERTARIAN,12,2160
IA,Adams,LIBERTARIAN,15,2160
IA,Adams,OTHER,6,2160
IA,Adams,OTHER,1,2160
IA,Adams,REPUBLICAN,781,2160
IA,Adams,REPUBLICAN,754,2160
IA,Allamakee,DEMOCRAT,2068,7422
IA,Allamakee,DEMOCRAT,508,7422
IA,Allamakee,GREEN,3,7422
IA,Allamakee,GREEN,1,7422
IA,Allamakee,LIBERTARIAN,28,7422
IA,Allamakee,LIBERTARIAN,43,7422
IA,Allamakee,OTHER,18,7422
IA,Allamakee,OTHER,9,7422
IA,Allamakee,REPUBLICAN,2699,7422
IA,Allamakee,REPUBLICAN,2045,7422
IA,Appanoose,DEMOCRAT,1348,6516
IA,Appanoose,DEMOCRAT,543,6516
IA,Appanoose,GREEN,6,6516
IA,Appanoose,GREEN,3,6516
IA,Appanoose,LIBERTARIAN,29,6516
IA,Appanoose,LIBERTARIAN,43,6516
IA,Appanoose,OTHER,7,6516
IA,Appanoose,OTHER,15,6516
IA,Appanoose,REPUBLICAN,1830,6516
IA,Appanoose,REPUBLICAN,2692,6516
IA,Audubon,DEMOCRAT,808,3420
IA,Audubon,DEMOCRAT,263,3420
IA,Audubon,GREEN,2,3420
IA,Audubon,GREEN,5,3420
IA,Audubon,LIBERTARIAN,15,3420
IA,Audubon,LIBERTARIAN,17,3420
IA,Audubon,OTHER,7,3420
IA,Audubon,OTHER,4,3420
IA,Audubon,REPUBLICAN,1197,3420
IA,Audubon,REPUBLICAN,1102,3420
IA,Benton,DEMOCRAT,3218,14642
IA,Benton,DEMOCRAT,1942,14642
IA,Benton,GREEN,14,14642
IA,Benton,GREEN,15,14642
IA,Benton,LIBERTARIAN,68,14642
IA,Benton,LIBERTARIAN,118,14642
IA,Benton,OTHER,28,14642
IA,Benton,OTHER,31,14642
IA,Benton,REPUBLICAN,3127,14642
IA,Benton,REPUBLICAN,6081,14642
IA,Black Hawk,DEMOCRAT,26451,66593
IA,Black Hawk,DEMOCRAT,9196,66593
IA,Black Hawk,GREEN,50,66593
IA,Black Hawk,GREEN,53,66593
IA,Black Hawk,LIBERTARIAN,315,66593
IA,Black Hawk,LIBERTARIAN,407,66593
IA,Black Hawk,OTHER,162,66593
IA,Black Hawk,OTHER,146,66593
IA,Black Hawk,REPUBLICAN,13892,66593
IA,Black Hawk,REPUBLICAN,15921,66593
IA,Boone,DEMOCRAT,4982,15340
IA,Boone,DEMOCRAT,1321,15340
IA,Boone,GREEN,13,15340
IA,Boone,GREEN,11,15340
IA,Boone,LIBERTARIAN,84,15340
IA,Boone,LIBERTARIAN,114,15340
IA,Boone,OTHER,51,15340
IA,Boone,OTHER,35,15340
IA,Boone,REPUBLICAN,4364,15340
IA,Boone,REPUBLICAN,4365,15340
IA,Bremer,DEMOCRAT,4497,14546
IA,Bremer,DEMOCRAT,1461,14546
IA,Bremer,GREEN,10,14546
IA,Bremer,GREEN,14,14546
IA,Bremer,LIBERTARIAN,74,14546
IA,Bremer,LIBERTARIAN,111,14546
IA,Bremer,OTHER,35,14546
IA,Bremer,OTHER,20,14546
IA,Bremer,REPUBLICAN,3749,14546
IA,Bremer,REPUBLICAN,4575,14546
IA,Buchanan,DEMOCRAT,2962,10774
IA,Buchanan,DEMOCRAT,1207,10774
IA,Buchanan,GREEN,10,10774
IA,Buchanan,GREEN,10,10774
IA,Buchanan,LIBERTARIAN,30,10774
IA,Buchanan,LIBERTARIAN,66,10774
IA,Buchanan,OTHER,30,10774
IA,Buchanan,OTHER,29,10774
IA,Buchanan,REPUBLICAN,2517,10774
IA,Buchanan,REPUBLICAN,3913,10774
IA,Buena Vista,DEMOCRAT,2132,8167
IA,Buena Vista,DEMOCRAT,829,8167
IA,Buena Vista,GREEN,7,8167
IA,Buena Vista,GREEN,3,8167
IA,Buena Vista,LIBERTARIAN,24,8167
IA,Buena Vista,LIBERTARIAN,42,8167
IA,Buena Vista,OTHER,29,8167
IA,Buena Vista,OTHER,27,8167
IA,Buena Vista,REPUBLICAN,2536,8167
IA,Buena Vista,REPUBLICAN,2538,8167
IA,Butler,DEMOCRAT,1696,8098
IA,Butler,DEMOCRAT,728,8098
IA,Butler,GREEN,7,8098
IA,Butler,GREEN,7,8098
IA,Butler,LIBERTARIAN,27,8098
IA,Butler,LIBERTARIAN,41,8098
IA,Butler,OTHER,19,8098
IA,Butler,OTHER,17,8098
IA,Butler,REPUBLICAN,2441,8098
IA,Butler,REPUBLICAN,3115,8098
IA,Calhoun,DEMOCRAT,1022,5258
IA,Calhoun,DEMOCRAT,448,5258
IA,Calhoun,GREEN,0,5258
IA,Calhoun,GREEN,3,5258
IA,Calhoun,LIBERTARIAN,23,5258
IA,Calhoun,LIBERTARIAN,36,5258
IA,Calhoun,OTHER,14,5258
IA,Calhoun,OTHER,14,5258
IA,Calhoun,REPUBLICAN,1460,5258
IA,Calhoun,REPUBLICAN,2238,5258
IA,Carroll,DEMOCRAT,2654,11335
IA,Carroll,DEMOCRAT,800,11335
IA,Carroll,GREEN,6,11335
IA,Carroll,GREEN,7,11335
IA,Carroll,LIBERTARIAN,30,11335
IA,Carroll,LIBERTARIAN,38,11335
IA,Carroll,OTHER,22,11335
IA,Carroll,OTHER,12,11335
IA,Carroll,REPUBLICAN,3671,11335
IA,Carroll,REPUBLICAN,4095,11335
IA,Cass,DEMOCRAT,1640,7276
IA,Cass,DEMOCRAT,561,7276
IA,Cass,GREEN,3,7276
IA,Cass,GREEN,5,7276
IA,Cass,LIBERTARIAN,20,7276
IA,Cass,LIBERTARIAN,41,7276
IA,Cass,OTHER,13,7276
IA,Cass,OTHER,14,7276
IA,Cass,REPUBLICAN,2569,7276
IA,Cass,REPUBLICAN,2410,7276
IA,Cedar,DEMOCRAT,3181,10703
IA,Cedar,DEMOCRAT,1156,10703
IA,Cedar,GREEN,8,10703
IA,Cedar,GREEN,14,10703
IA,Cedar,LIBERTARIAN,48,10703
IA,Cedar,LIBERTARIAN,76,10703
IA,Cedar,OTHER,20,10703
IA,Cedar,OTHER,16,10703
IA,Cedar,REPUBLICAN,2738,10703
IA,Cedar,REPUBLICAN,3446,10703
IA,Cerro Gordo,DEMOCRAT,8104,23801
IA,Cerro Gordo,DEMOCRAT,2837,23801
IA,Cerro Gordo,GREEN,25,23801
IA,Cerro Gordo,GREEN,17,23801
IA,Cerro Gordo,LIBERTARIAN,83,23801
IA,Cerro Gordo,LIBERTARIAN,113,23801
IA,Cerro Gordo,OTHER,62,23801
IA,Cerro Gordo,OTHER,61,23801
IA,Cerro Gordo,REPUBLICAN,5714,23801
IA,Cerro Gordo,REPUBLICAN,6785,23801
IA,Cherokee,DEMOCRAT,1530,6518
IA,Cherokee,DEMOCRAT,406,6518
IA,Cherokee,GREEN,3,6518
IA,Cherokee,GREEN,0,6518
IA,Cherokee,LIBERTARIAN,23,6518
IA,Cherokee,LIBERTARIAN,25,6518
IA,Cherokee,OTHER,12,6518
IA,Cherokee,OTHER,9,6518
IA,Cherokee,REPUBLICAN,2444,6518
IA,Cherokee,REPUBLICAN,2066,6518
IA,Chickasaw,DEMOCRAT,1845,6631
IA,Chickasaw,DEMOCRAT,388,6631
IA,Chickasaw,GREEN,5,6631
IA,Chickasaw,GREEN,5,6631
IA,Chickasaw,LIBERTARIAN,20,6631
IA,Chickasaw,LIBERTARIAN,27,6631
IA,Chickasaw,OTHER,17,6631
IA,Chickasaw,OTHER,2,6631
IA,Chickasaw,REPUBLICAN,2398,6631
IA,Chickasaw,REPUBLICAN,1924,6631
