state,county,party,votes,totalvotes
AZ,SANTA CRUZ,GREEN,0,19556
AZ,SANTA CRUZ,GREEN,0,19556
AZ,SANTA CRUZ,GREEN,0,19556
AZ,SANTA CRUZ,LIBERTARIAN,180,19556
AZ,SANTA CRUZ,LIBERTARIAN,43,19556
AZ,SANTA CRUZ,LIBERTARIAN,1,19556
AZ,SANTA CRUZ,OTHER,0,19556
AZ,SANTA CRUZ,OTHER,0,19556
AZ,SANTA CRUZ,OTHER,0,19556
AZ,SANTA CRUZ,REPUBLICAN,4279,19556
AZ,SANTA CRUZ,REPUBLICAN,1879,19556
AZ,SANTA CRUZ,REPUBLICAN,36,19556
AZ,YAVAPAI,DEMOCRAT,46865,143221
AZ,YAVAPAI,DEMOCRAT,2665,143221
AZ,YAVAPAI,DEMOCRAT,72,143221
AZ,YAVAPAI,GREEN,0,143221
AZ,YAVAPAI,GREEN,0,143221
AZ,YAVAPAI,GREEN,0,143221
AZ,YAVAPAI,LIBERTARIAN,1762,143221
AZ,YAVAPAI,LIBERTARIAN,324,143221
AZ,YAVAPAI,LIBERTARIAN,6,143221
AZ,YAVAPAI,OTHER,0,143221
AZ,YAVAPAI,OTHER,0,143221
AZ,YAVAPAI,OTHER,0,143221
AZ,YAVAPAI,REPUBLICAN,76416,143221
AZ,YAVAPAI,REPUBLICAN,14845,143221
AZ,YAVAPAI,REPUBLICAN,266,143221
AZ,YUMA,DEMOCRAT,28134,69881
AZ,YUMA,DEMOCRAT,3570,69881
AZ,YUMA,DEMOCRAT,506,69881
AZ,YUMA,GREEN,0,69881
AZ,YUMA,GREEN,0,69881
AZ,YUMA,GREEN,0,69881
AZ,YUMA,LIBERTARIAN,915,69881
AZ,YUMA,LIBERTARIAN,189,69881
AZ,YUMA,LIBERTARIAN,33,69881
AZ,YUMA,OTHER,0,69881
AZ,YUMA,OTHER,0,69881
AZ,YUMA,OTHER,0,69881
AZ,YUMA,REPUBLICAN,30226,69881
AZ,YUMA,REPUBLICAN,5651,69881
AZ,YUMA,REPUBLICAN,657,69881
AR,ARKANSAS,DEMOCRAT,172,6292
AR,ARKANSAS,DEMOCRAT,1419,6292
AR,ARKANSAS,DEMOCRAT,224,6292
AR,ARKANSAS,DEMOCRAT,3,6292
AR,ARKANSAS,GREEN,0,6292
AR,ARKANSAS,GREEN,11,6292
AR,ARKANSAS,GREEN,5,6292
AR,ARKANSAS,GREEN,0,6292
AR,ARKANSAS,LIBERTARIAN,1,6292
AR,ARKANSAS,LIBERTARIAN,37,6292
AR,ARKANSAS,LIBERTARIAN,8,6292
AR,ARKANSAS,LIBERTARIAN,0,6292
AR,ARKANSAS,OTHER,0,6292
AR,ARKANSAS,OTHER,88,6292
AR,ARKANSAS,OTHER,20,6292
AR,ARKANSAS,OTHER,0,6292
AR,ARKANSAS,REPUBLICAN,145,6292
AR,ARKANSAS,REPUBLICAN,3658,6292
AR,ARKANSAS,REPUBLICAN,500,6292
AR,ARKANSAS,REPUBLICAN,1,6292
AR,ASHLEY,DEMOCRAT,347,7926
AR,ASHLEY,DEMOCRAT,1309,7926
AR,ASHLEY,DEMOCRAT,462,7926
AR,ASHLEY,DEMOCRAT,7,7926
AR,ASHLEY,GREEN,0,7926
AR,ASHLEY,GREEN,5,7926
AR,ASHLEY,GREEN,4,7926
AR,ASHLEY,GREEN,0,7926
AR,ASHLEY,LIBERTARIAN,1,7926
AR,ASHLEY,LIBERTARIAN,14,7926
AR,ASHLEY,LIBERTARIAN,10,7926
AR,ASHLEY,LIBERTARIAN,0,7926
AR,ASHLEY,OTHER,6,7926
AR,ASHLEY,OTHER,117,7926
AR,ASHLEY,OTHER,95,7926
AR,ASHLEY,OTHER,1,7926
AR,ASHLEY,REPUBLICAN,286,7926
AR,ASHLEY,REPUBLICAN,4018,7926
AR,ASHLEY,REPUBLICAN,1232,7926
AR,ASHLEY,REPUBLICAN,12,7926
AR,BAXTER,DEMOCRAT,1236,21007
AR,BAXTER,DEMOCRAT,2950,21007
AR,BAXTER,DEMOCRAT,449,21007
AR,BAXTER,DEMOCRAT,0,21007
AR,BAXTER,GREEN,6,21007
AR,BAXTER,GREEN,27,21007
AR,BAXTER,GREEN,10,21007
AR,BAXTER,GREEN,0,21007
AR,BAXTER,LIBERTARIAN,10,21007
AR,BAXTER,LIBERTARIAN,128,21007
AR,BAXTER,LIBERTARIAN,45,21007
AR,BAXTER,LIBERTARIAN,0,21007
AR,BAXTER,OTHER,12,21007
AR,BAXTER,OTHER,223,21007
AR,BAXTER,OTHER,75,21007
AR,BAXTER,OTHER,0,21007
AR,BAXTER,REPUBLICAN,1160,21007
AR,BAXTER,REPUBLICAN,12136,21007
AR,BAXTER,REPUBLICAN,2540,21007
AR,BAXTER,REPUBLICAN,0,21007
AR,BENTON,DEMOCRAT,9176,119912
AR,BENTON,DEMOCRAT,28508,119912
AR,BENTON,DEMOCRAT,4565,119912
AR,BENTON,DEMOCRAT,0,119912
AR,BENTON,GREEN,37,119912
AR,BENTON,GREEN,176,119912
AR,BENTON,GREEN,64,119912
AR,BENTON,GREEN,0,119912
AR,BENTON,LIBERTARIAN,202,119912
AR,BENTON,LIBERTARIAN,1305,119912
AR,BENTON,LIBERTARIAN,465,119912
AR,BENTON,LIBERTARIAN,0,119912
AR,BENTON,OTHER,116,119912
AR,BENTON,OTHER,1004,119912
AR,BENTON,OTHER,329,119912
AR,BENTON,OTHER,0,119912
AR,BENTON,REPUBLICAN,5400,119912
AR,BENTON,REPUBLICAN,56966,119912
AR,BENTON,REPUBLICAN,11599,119912
AR,BENTON,REPUBLICAN,0,119912
AR,BOONE,DEMOCRAT,584,17114
AR,BOONE,DEMOCRAT,1988,17114
AR,BOONE,DEMOCRAT,489,17114
AR,BOONE,DEMOCRAT,3,17114
AR,BOONE,GREEN,1,17114
AR,BOONE,GREEN,40,17114
AR,BOONE,GREEN,14,17114
AR,BOONE,GREEN,0,17114
AR,BOONE,LIBERTARIAN,4,17114
AR,BOONE,LIBERTARIAN,85,17114
AR,BOONE,LIBERTARIAN,64,17114
AR,BOONE,LIBERTARIAN,0,17114
AR,BOONE,OTHER,16,17114
AR,BOONE,OTHER,120,17114
AR,BOONE,OTHER,54,17114
AR,BOONE,OTHER,0,17114
AR,BOONE,REPUBLICAN,711,17114
AR,BOONE,REPUBLICAN,9235,17114
AR,BOONE,REPUBLICAN,3700,17114
AR,BOONE,REPUBLICAN,6,17114
AR,BRADLEY,DEMOCRAT,162,3654
AR,BRADLEY,DEMOCRAT,759,3654
AR,BRADLEY,DEMOCRAT,290,3654
AR,BRADLEY,DEMOCRAT,3,3654
AR,BRADLEY,GREEN,1,3654
AR,BRADLEY,GREEN,3,3654
AR,BRADLEY,GREEN,0,3654
AR,BRADLEY,GREEN,0,3654
AR,BRADLEY,LIBERTARIAN,3,3654
AR,BRADLEY,LIBERTARIAN,23,3654
AR,BRADLEY,LIBERTARIAN,7,3654
AR,BRADLEY,LIBERTARIAN,0,3654
AR,BRADLEY,OTHER,2,3654
AR,BRADLEY,OTHER,42,3654
AR,BRADLEY,OTHER,24,3654
AR,BRADLEY,OTHER,0,3654
AR,BRADLEY,REPUBLICAN,117,3654
AR,BRADLEY,REPUBLICAN,1444,3654
AR,BRADLEY,REPUBLICAN,772,3654
AR,BRADLEY,REPUBLICAN,2,3654
AR,CALHOUN,DEMOCRAT,39,2182
AR,CALHOUN,DEMOCRAT,300,2182
AR,CALHOUN,DEMOCRAT,128,2182
AR,CALHOUN,DEMOCRAT,12,2182
AR,CALHOUN,GREEN,0,2182
AR,CALHOUN,GREEN,3,2182
AR,CALHOUN,GREEN,5,2182
AR,CALHOUN,GREEN,0,2182
AR,CALHOUN,LIBERTARIAN,0,2182
AR,CALHOUN,LIBERTARIAN,12,2182
AR,CALHOUN,LIBERTARIAN,4,2182
AR,CALHOUN,LIBERTARIAN,0,2182
AR,CALHOUN,OTHER,0,2182
AR,CALHOUN,OTHER,25,2182
AR,CALHOUN,OTHER,18,2182
AR,CALHOUN,OTHER,0,2182
AR,CALHOUN,REPUBLICAN,72,2182
AR,CALHOUN,REPUBLICAN,958,2182
AR,CALHOUN,REPUBLICAN,582,2182
AR,CALHOUN,REPUBLICAN,24,2182
AR,CARROLL,DEMOCRAT,1247,11797
AR,CARROLL,DEMOCRAT,2315,11797
AR,CARROLL,DEMOCRAT,420,11797
AR,CARROLL,DEMOCRAT,41,11797
AR,CARROLL,GREEN,4,11797
AR,CARROLL,GREEN,33,11797
AR,CARROLL,GREEN,10,11797
AR,CARROLL,GREEN,1,11797
AR,CARROLL,LIBERTARIAN,11,11797
AR,CARROLL,LIBERTARIAN,48,11797
AR,CARROLL,LIBERTARIAN,40,11797
AR,CARROLL,LIBERTARIAN,1,11797
AR,CARROLL,OTHER,13,11797
AR,CARROLL,OTHER,137,11797
AR,CARROLL,OTHER,50,11797
AR,CARROLL,OTHER,2,11797
AR,CARROLL,REPUBLICAN,627,11797
AR,CARROLL,REPUBLICAN,4862,11797
AR,CARROLL,REPUBLICAN,1892,11797
AR,CARROLL,REPUBLICAN,43,11797
AR,CHICOT,DEMOCRAT,375,4103
AR,CHICOT,DEMOCRAT,1061,4103
AR,CHICOT,DEMOCRAT,824,4103
AR,CHICOT,DEMOCRAT,0,4103
AR,CHICOT,GREEN,0,4103
AR,CHICOT,GREEN,4,4103
AR,CHICOT,GREEN,1,4103
AR,CHICOT,GREEN,0,4103
AR,CHICOT,LIBERTARIAN,0,4103
AR,CHICOT,LIBERTARIAN,13,4103
AR,CHICOT,LIBERTARIAN,4,4103
AR,CHICOT,LIBERTARIAN,0,4103
AR,CHICOT,OTHER,7,4103
AR,CHICOT,OTHER,37,4103
AR,CHICOT,OTHER,25,4103
AR,CHICOT,OTHER,0,4103
AR,CHICOT,REPUBLICAN,183,4103
AR,CHICOT,REPUBLICAN,1207,4103
AR,CHICOT,REPUBLICAN,362,4103
AR,CHICOT,REPUBLICAN,0,4103
AR,CLARK,DEMOCRAT,515,8395
AR,CLARK,DEMOCRAT,2413,8395
AR,CLARK,DEMOCRAT,485,8395
AR,CLARK,DEMOCRAT,25,8395
AR,CLARK,GREEN,1,8395
AR,CLARK,GREEN,25,8395
AR,CLARK,GREEN,22,8395
AR,CLARK,GREEN,0,8395
AR,CLARK,LIBERTARIAN,3,8395
AR,CLARK,LIBERTARIAN,54,8395
AR,CLARK,LIBERTARIAN,21,8395
AR,CLARK,LIBERTARIAN,1,8395
AR,CLARK,OTHER,10,8395
AR,CLARK,OTHER,145,8395
AR,CLARK,OTHER,59,8395
AR,CLARK,OTHER,0,8395
AR,CLARK,REPUBLICAN,280,8395
AR,CLARK,REPUBLICAN,3076,8395
AR,CLARK,REPUBLICAN,1249,8395
AR,CLARK,REPUBLICAN,11,8395
AR,CLAY,DEMOCRAT,128,5183
AR,CLAY,DEMOCRAT,141,5183
AR,CLAY,DEMOCRAT,684,5183
AR,CLAY,DEMOCRAT,9,5183
AR,CLAY,GREEN,0,5183
AR,CLAY,GREEN,5,5183
AR,CLAY,GREEN,6,5183
AR,CLAY,GREEN,0,5183
AR,CLAY,LIBERTARIAN,2,5183
AR,CLAY,LIBERTARIAN,21,5183
AR,CLAY,LIBERTARIAN,30,5183
AR,CLAY,LIBERTARIAN,0,5183
AR,CLAY,OTHER,4,5183
AR,CLAY,OTHER,15,5183
AR,CLAY,OTHER,52,5183
AR,CLAY,OTHER,0,5183
AR,CLAY,REPUBLICAN,133,5183
AR,CLAY,REPUBLICAN,954,5183
AR,CLAY,REPUBLICAN,2981,5183
AR,CLAY,REPUBLICAN,18,5183
AR,CLEBURNE,DEMOCRAT,383,12680
AR,CLEBURNE,DEMOCRAT,1147,12680
AR,CLEBURNE,DEMOCRAT,432,12680
AR,CLEBURNE,DEMOCRAT,26,12680
AR,CLEBURNE,GREEN,1,12680
AR,CLEBURNE,GREEN,3,12680
AR,CLEBURNE,GREEN,6,12680
AR,CLEBURNE,GREEN,0,12680
AR,CLEBURNE,LIBERTARIAN,4,12680
AR,CLEBURNE,LIBERTARIAN,66,12680
AR,CLEBURNE,LIBERTARIAN,35,12680
AR,CLEBURNE,LIBERTARIAN,0,12680
AR,CLEBURNE,OTHER,5,12680
AR,CLEBURNE,OTHER,151,12680
AR,CLEBURNE,OTHER,92,12680
AR,CLEBURNE,OTHER,1,12680
AR,CLEBURNE,REPUBLICAN,423,12680
AR,CLEBURNE,REPUBLICAN,6289,12680
AR,CLEBURNE,REPUBLICAN,3581,12680
AR,CLEBURNE,REPUBLICAN,35,12680
AR,CLEVELAND,DEMOCRAT,84,3600
AR,CLEVELAND,DEMOCRAT,377,3600
AR,CLEVELAND,DEMOCRAT,184,3600
AR,CLEVELAND,DEMOCRAT,6,3600
AR,CLEVELAND,GREEN,0,3600
AR,CLEVELAND,GREEN,4,3600
AR,CLEVELAND,GREEN,4,3600
AR,CLEVELAND,GREEN,0,3600
AR,CLEVELAND,LIBERTARIAN,0,3600
AR,CLEVELAND,LIBERTARIAN,14,3600
AR,CLEVELAND,LIBERTARIAN,13,3600
AR,CLEVELAND,LIBERTARIAN,0,3600
AR,CLEVELAND,OTHER,0,3600
AR,CLEVELAND,OTHER,31,3600
AR,CLEVELAND,OTHER,16,3600
AR,CLEVELAND,OTHER,0,3600
AR,CLEVELAND,REPUBLICAN,84,3600
AR,CLEVELAND,REPUBLICAN,1570,3600
AR,CLEVELAND,REPUBLICAN,1168,3600
AR,CLEVELAND,REPUBLICAN,45,3600
AR,COLUMBIA,DEMOCRAT,392,8616
AR,COLUMBIA,DEMOCRAT,1971,8616
AR,COLUMBIA,DEMOCRAT,418,8616
AR,COLUMBIA,DEMOCRAT,33,8616
AR,COLUMBIA,GREEN,0,8616
AR,COLUMBIA,GREEN,61,8616
AR,COLUMBIA,GREEN,10,8616
AR,COLUMBIA,GREEN,0,8616
AR,COLUMBIA,LIBERTARIAN,6,8616
AR,COLUMBIA,LIBERTARIAN,35,8616
AR,COLUMBIA,LIBERTARIAN,12,8616
AR,COLUMBIA,LIBERTARIAN,0,8616
AR,COLUMBIA,OTHER,4,8616
AR,COLUMBIA,OTHER,136,8616
AR,COLUMBIA,OTHER,36,8616
AR,COLUMBIA,OTHER,2,8616
AR,COLUMBIA,REPUBLICAN,294,8616
AR,COLUMBIA,REPUBLICAN,4419,8616
AR,COLUMBIA,REPUBLICAN,756,8616
AR,COLUMBIA,REPUBLICAN,31,8616
AR,CONWAY,DEMOCRAT,554,8685
AR,CONWAY,DEMOCRAT,1547,8685
AR,CONWAY,DEMOCRAT,514,8685
AR,CONWAY,DEMOCRAT,0,8685
AR,CONWAY,GREEN,0,8685
AR,CONWAY,GREEN,9,8685
AR,CONWAY,GREEN,9,8685
AR,CONWAY,GREEN,0,8685
AR,CONWAY,LIBERTARIAN,3,8685
AR,CONWAY,LIBERTARIAN,49,8685
AR,CONWAY,LIBERTARIAN,26,8685
AR,CONWAY,LIBERTARIAN,0,8685
AR,CONWAY,OTHER,6,8685
AR,CONWAY,OTHER,149,8685
AR,CONWAY,OTHER,125,8685
AR,CONWAY,OTHER,0,8685
AR,CONWAY,REPUBLICAN,282,8685
AR,CONWAY,REPUBLICAN,3358,8685
AR,CONWAY,REPUBLICAN,2054,8685
AR,CONWAY,REPUBLICAN,0,8685
AR,CRAIGHEAD,DEMOCRAT,1861,38511
AR,CRAIGHEAD,DEMOCRAT,7574,38511
AR,CRAIGHEAD,DEMOCRAT,2450,38511
AR,CRAIGHEAD,DEMOCRAT,36,38511
AR,CRAIGHEAD,GREEN,9,38511
AR,CRAIGHEAD,GREEN,54,38511
AR,CRAIGHEAD,GREEN,58,38511
AR,CRAIGHEAD,GREEN,0,38511
AR,CRAIGHEAD,LIBERTARIAN,20,38511
AR,CRAIGHEAD,LIBERTARIAN,257,38511
AR,CRAIGHEAD,LIBERTARIAN,163,38511
AR,CRAIGHEAD,LIBERTARIAN,0,38511
AR,CRAIGHEAD,OTHER,25,38511
AR,CRAIGHEAD,OTHER,255,38511
AR,CRAIGHEAD,OTHER,188,38511
AR,CRAIGHEAD,OTHER,3,38511
AR,CRAIGHEAD,REPUBLICAN,1321,38511
AR,CRAIGHEAD,REPUBLICAN,17156,38511
AR,CRAIGHEAD,REPUBLICAN,7036,38511
AR,CRAIGHEAD,REPUBLICAN,45,38511
AR,CRAWFORD,DEMOCRAT,1050,24091
AR,CRAWFORD,DEMOCRAT,3082,24091
AR,CRAWFORD,DEMOCRAT,806,24091
AR,CRAWFORD,DEMOCRAT,21,24091
AR,CRAWFORD,GREEN,2,24091
AR,CRAWFORD,GREEN,23,24091
AR,CRAWFORD,GREEN,10,24091
AR,CRAWFORD,GREEN,0,24091
AR,CRAWFORD,LIBERTARIAN,13,24091
AR,CRAWFORD,LIBERTARIAN,164,24091
AR,CRAWFORD,LIBERTARIAN,96,24091
AR,CRAWFORD,LIBERTARIAN,1,24091
AR,CRAWFORD,OTHER,14,24091
AR,CRAWFORD,OTHER,139,24091
AR,CRAWFORD,OTHER,62,24091
AR,CRAWFORD,OTHER,1,24091
AR,CRAWFORD,REPUBLICAN,964,24091
AR,CRAWFORD,REPUBLICAN,13335,24091
AR,CRAWFORD,REPUBLICAN,4268,24091
AR,CRAWFORD,REPUBLICAN,40,24091
AR,CRITTENDEN,DEMOCRAT,538,16367
AR,CRITTENDEN,DEMOCRAT,6212,16367
AR,CRITTENDEN,DEMOCRAT,1595,16367
AR,CRITTENDEN,DEMOCRAT,169,16367
AR,CRITTENDEN,GREEN,2,16367
AR,CRITTENDEN,GREEN,19,16367
AR,CRITTENDEN,GREEN,8,16367
AR,CRITTENDEN,GREEN,0,16367
AR,CRITTENDEN,LIBERTARIAN,4,16367
AR,CRITTENDEN,LIBERTARIAN,91,16367
AR,CRITTENDEN,LIBERTARIAN,17,16367
AR,CRITTENDEN,LIBERTARIAN,0,16367
AR,CRITTENDEN,OTHER,8,16367
AR,CRITTENDEN,OTHER,249,16367
AR,CRITTENDEN,OTHER,120,16367
AR,CRITTENDEN,OTHER,2,16367
AR,CRITTENDEN,REPUBLICAN,287,16367
AR,CRITTENDEN,REPUBLICAN,5895,16367
AR,CRITTENDEN,REPUBLICAN,1072,16367
AR,CRITTENDEN,REPUBLICAN,79,16367
AR,CROSS,DEMOCRAT,222,6942
AR,CROSS,DEMOCRAT,1206,6942
AR,CROSS,DEMOCRAT,331,6942
AR,CROSS,DEMOCRAT,13,6942
AR,CROSS,GREEN,0,6942
AR,CROSS,GREEN,4,6942
AR,CROSS,GREEN,4,6942
AR,CROSS,GREEN,0,6942
AR,CROSS,LIBERTARIAN,2,6942
AR,CROSS,LIBERTARIAN,34,6942
AR,CROSS,LIBERTARIAN,12,6942
AR,CROSS,LIBERTARIAN,0,6942
AR,CROSS,OTHER,1,6942
AR,CROSS,OTHER,124,6942
AR,CROSS,OTHER,43,6942
AR,CROSS,OTHER,0,6942
AR,CROSS,REPUBLICAN,161,6942
AR,CROSS,REPUBLICAN,3791,6942
AR,CROSS,REPUBLICAN,976,6942
AR,CROSS,REPUBLICAN,18,6942
AR,DALLAS,DEMOCRAT,62,2649
AR,DALLAS,DEMOCRAT,650,2649
AR,DALLAS,DEMOCRAT,249,2649
AR,DALLAS,DEMOCRAT,2,2649
AR,DALLAS,GREEN,1,2649
AR,DALLAS,GREEN,1,2649
AR,DALLAS,GREEN,1,2649
AR,DALLAS,GREEN,0,2649
AR,DALLAS,LIBERTARIAN,1,2649
AR,DALLAS,LIBERTARIAN,7,2649
AR,DALLAS,LIBERTARIAN,6,2649
AR,DALLAS,LIBERTARIAN,0,2649
AR,DALLAS,OTHER,0,2649
AR,DALLAS,OTHER,51,2649
AR,DALLAS,OTHER,45,2649
AR,DALLAS,OTHER,0,2649
AR,DALLAS,REPUBLICAN,44,2649
AR,DALLAS,REPUBLICAN,884,2649
AR,DALLAS,REPUBLICAN,645,2649
AR,DALLAS,REPUBLICAN,0,2649
AR,DESHA,DEMOCRAT,215,4164
AR,DESHA,DEMOCRAT,1299,4164
AR,DESHA,DEMOCRAT,494,4164
AR,DESHA,DEMOCRAT,8,4164
AR,DESHA,GREEN,1,4164
AR,DESHA,GREEN,7,4164
AR,DESHA,GREEN,2,4164
AR,DESHA,GREEN,0,4164
AR,DESHA,LIBERTARIAN,2,4164
AR,DESHA,LIBERTARIAN,10,4164
AR,DESHA,LIBERTARIAN,6,4164
AR,DESHA,LIBERTARIAN,0,4164
AR,DESHA,OTHER,2,4164
AR,DESHA,OTHER,127,4164
AR,DESHA,OTHER,70,4164
AR,DESHA,OTHER,0,4164
AR,DESHA,REPUBLICAN,124,4164
AR,DESHA,REPUBLICAN,1379,4164
AR,DESHA,REPUBLICAN,414,4164
AR,DESHA,REPUBLICAN,4,4164
AR,DREW,DEMOCRAT,317,6908
AR,DREW,DEMOCRAT,1650,6908
AR,DREW,DEMOCRAT,459,6908
AR,DREW,DEMOCRAT,0,6908
AR,DREW,GREEN,0,6908
AR,DREW,GREEN,14,6908
AR,DREW,GREEN,7,6908
AR,DREW,GREEN,0,6908
AR,DREW,LIBERTARIAN,3,6908
AR,DREW,LIBERTARIAN,15,6908
AR,DREW,LIBERTARIAN,9,6908
AR,DREW,LIBERTARIAN,0,6908
AR,DREW,OTHER,2,6908
AR,DREW,OTHER,46,6908
AR,DREW,OTHER,37,6908
AR,DREW,OTHER,0,6908
AR,DREW,REPUBLICAN,273,6908
AR,DREW,REPUBLICAN,3126,6908
AR,DREW,REPUBLICAN,950,6908
AR,DREW,REPUBLICAN,0,6908
AR,FAULKNER,DEMOCRAT,2479,54428
AR,FAULKNER,DEMOCRAT,13799,54428
AR,FAULKNER,DEMOCRAT,1989,54428
AR,FAULKNER,DEMOCRAT,80,54428
AR,FAULKNER,GREEN,9,54428
AR,FAULKNER,GREEN,118,54428
AR,FAULKNER,GREEN,31,54428
AR,FAULKNER,GREEN,1,54428
AR,FAULKNER,LIBERTARIAN,28,54428
AR,FAULKNER,LIBERTARIAN,626,54428
AR,FAULKNER,LIBERTARIAN,186,54428
AR,FAULKNER,LIBERTARIAN,0,54428
AR,FAULKNER,OTHER,34,54428
AR,FAULKNER,OTHER,503,54428
AR,FAULKNER,OTHER,124,54428
AR,FAULKNER,OTHER,0,54428
AR,FAULKNER,REPUBLICAN,1332,54428
AR,FAULKNER,REPUBLICAN,27934,54428
AR,FAULKNER,REPUBLICAN,5072,54428
AR,FAULKNER,REPUBLICAN,83,54428
AR,FRANKLIN,DEMOCRAT,200,7129
AR,FRANKLIN,DEMOCRAT,871,7129
AR,FRANKLIN,DEMOCRAT,227,7129
AR,FRANKLIN,DEMOCRAT,2,7129
AR,FRANKLIN,GREEN,0,7129
AR,FRANKLIN,GREEN,8,7129
AR,FRANKLIN,GREEN,1,7129
AR,FRANKLIN,GREEN,0,7129
AR,FRANKLIN,LIBERTARIAN,5,7129
AR,FRANKLIN,LIBERTARIAN,43,7129
AR,FRANKLIN,LIBERTARIAN,18,7129
AR,FRANKLIN,LIBERTARIAN,1,7129
AR,FRANKLIN,OTHER,3,7129
AR,FRANKLIN,OTHER,46,7129
AR,FRANKLIN,OTHER,27,7129
AR,FRANKLIN,OTHER,0,7129
AR,FRANKLIN,REPUBLICAN,208,7129
AR,FRANKLIN,REPUBLICAN,4101,7129
AR,FRANKLIN,REPUBLICAN,1355,7129
AR,FRANKLIN,REPUBLICAN,13,7129
AR,FULTON,DEMOCRAT,181,5119
AR,FULTON,DEMOCRAT,642,5119
AR,FULTON,DEMOCRAT,208,5119
AR,FULTON,DEMOCRAT,4,5119
AR,FULTON,GREEN,0,5119
AR,FULTON,GREEN,2,5119
AR,FULTON,GREEN,2,5119
AR,FULTON,GREEN,0,5119
AR,FULTON,LIBERTARIAN,1,5119
AR,FULTON,LIBERTARIAN,23,5119
AR,FULTON,LIBERTARIAN,14,5119
AR,FULTON,LIBERTARIAN,0,5119
AR,FULTON,OTHER,4,5119
AR,FULTON,OTHER,46,5119
AR,FULTON,OTHER,31,5119
AR,FULTON,OTHER,0,5119
AR,FULTON,REPUBLICAN,157,5119
AR,FULTON,REPUBLICAN,2493,5119
AR,FULTON,REPUBLICAN,1294,5119
AR,FULTON,REPUBLICAN,17,5119
AR,GARLAND,DEMOCRAT,3062,44199
AR,GARLAND,DEMOCRAT,9612,44199
AR,GARLAND,DEMOCRAT,1287,44199
AR,GARLAND,DEMOCRAT,84,44199
AR,GARLAND,GREEN,7,44199
AR,GARLAND,GREEN,72,44199
AR,GARLAND,GREEN,23,44199
AR,GARLAND,GREEN,0,44199
AR,GARLAND,LIBERTARIAN,39,44199
AR,GARLAND,LIBERTARIAN,271,44199
AR,GARLAND,LIBERTARIAN,84,44199
AR,GARLAND,LIBERTARIAN,2,44199
AR,GARLAND,OTHER,33,44199
AR,GARLAND,OTHER,429,44199
AR,GARLAND,OTHER,121,44199
AR,GARLAND,OTHER,4,44199
AR,GARLAND,REPUBLICAN,1880,44199
AR,GARLAND,REPUBLICAN,22991,44199
AR,GARLAND,REPUBLICAN,4080,44199
AR,GARLAND,REPUBLICAN,118,44199
AR,GRANT,DEMOCRAT,238,8200
AR,GRANT,DEMOCRAT,777,8200
AR,GRANT,DEMOCRAT,253,8200
AR,GRANT,DEMOCRAT,0,8200
AR,GRANT,GREEN,1,8200
AR,GRANT,GREEN,5,8200
AR,GRANT,GREEN,2,8200
AR,GRANT,GREEN,0,8200
AR,GRANT,LIBERTARIAN,2,8200
AR,GRANT,LIBERTARIAN,32,8200
AR,GRANT,LIBERTARIAN,22,8200
AR,GRANT,LIBERTARIAN,0,8200
AR,GRANT,OTHER,2,8200
AR,GRANT,OTHER,39,8200
AR,GRANT,OTHER,33,8200
AR,GRANT,OTHER,0,8200
AR,GRANT,REPUBLICAN,248,8200
AR,GRANT,REPUBLICAN,4674,8200
AR,GRANT,REPUBLICAN,1869,8200
AR,GRANT,REPUBLICAN,3,8200
AR,GREENE,DEMOCRAT,473,16100
AR,GREENE,DEMOCRAT,2144,16100
AR,GREENE,DEMOCRAT,428,16100
AR,GREENE,DEMOCRAT,13,16100
AR,GREENE,GREEN,2,16100
AR,GREENE,GREEN,20,16100
AR,GREENE,GREEN,10,16100
AR,GREENE,GREEN,1,16100
AR,GREENE,LIBERTARIAN,3,16100
AR,GREENE,LIBERTARIAN,138,16100
AR,GREENE,LIBERTARIAN,47,16100
AR,GREENE,LIBERTARIAN,0,16100
AR,GREENE,OTHER,7,16100
AR,GREENE,OTHER,97,16100
AR,GREENE,OTHER,46,16100
AR,GREENE,OTHER,1,16100
AR,GREENE,REPUBLICAN,436,16100
AR,GREENE,REPUBLICAN,9917,16100
AR,GREENE,REPUBLICAN,2298,16100
AR,GREENE,REPUBLICAN,19,16100
AR,HEMPSTEAD,DEMOCRAT,282,6848
AR,HEMPSTEAD,DEMOCRAT,1402,6848
AR,HEMPSTEAD,DEMOCRAT,454,6848
AR,HEMPSTEAD,DEMOCRAT,0,6848
AR,HEMPSTEAD,GREEN,0,6848
AR,HEMPSTEAD,GREEN,16,6848
AR,HEMPSTEAD,GREEN,8,6848
AR,HEMPSTEAD,GREEN,0,6848
AR,HEMPSTEAD,LIBERTARIAN,3,6848
AR,HEMPSTEAD,LIBERTARIAN,16,6848
AR,HEMPSTEAD,LIBERTARIAN,12,6848
AR,HEMPSTEAD,LIBERTARIAN,0,6848
AR,HEMPSTEAD,OTHER,2,6848
AR,HEMPSTEAD,OTHER,108,6848
AR,HEMPSTEAD,OTHER,75,6848
AR,HEMPSTEAD,OTHER,0,6848
AR,HEMPSTEAD,REPUBLICAN,324,6848
AR,HEMPSTEAD,REPUBLICAN,2514,6848
AR,HEMPSTEAD,REPUBLICAN,1632,6848
AR,HEMPSTEAD,REPUBLICAN,0,6848
AR,HOT SPRING,DEMOCRAT,539,12557
