st_cty,believe_in_god,relig_rank,religious_index
WV Pocahontas County,0.77,7,0.69
WV Preston County,0.77,7,0.69
WV Putnam County,0.77,7,0.69
WV Raleigh County,0.77,7,0.69
WV Randolph County,0.77,7,0.69
WV Ritchie County,0.77,7,0.69
WV Roane County,0.77,7,0.69
WV Summers County,0.77,7,0.69
WV Taylor County,0.77,7,0.69
WV Tucker County,0.77,7,0.69
WV Tyler County,0.77,7,0.69
WV Upshur County,0.77,7,0.69
WV Wayne County,0.77,7,0.69
WV Webster County,0.77,7,0.69
WV Wetzel County,0.77,7,0.69
WV Wirt County,0.77,7,0.69
WV Wood County,0.77,7,0.69
WV Wyoming County,0.77,7,0.69
WY Albany County,0.66,22,0.54
WY Big Horn County,0.66,22,0.54
WY Campbell County,0.66,22,0.54
WY Carbon County,0.66,22,0.54
WY Converse County,0.66,22,0.54
WY Crook County,0.66,22,0.54
WY Fremont County,0.66,22,0.54
WY Goshen County,0.66,22,0.54
WY Hot Springs County,0.66,22,0.54
WY Johnson County,0.66,22,0.54
WY Laramie County,0.66,22,0.54
WY Lincoln County,0.66,22,0.54
WY Natrona County,0.66,22,0.54
WY Niobrara County,0.66,22,0.54
WY Park County,0.66,22,0.54
WY Platte County,0.66,22,0.54
WY Sheridan County,0.66,22,0.54
WY Sublette County,0.66,22,0.54
WY Sweetwater County,0.66,22,0.54
WY Teton County,0.66,22,0.54
WY Uinta County,0.66,22,0.54
WY Washakie County,0.66,22,0.54
WY Weston County,0.66,22,0.54
