st_cty,believe_in_god,relig_rank,religious_index
IN Fountain County,0.63,22,0.54
IN Franklin County,0.63,22,0.54
IN Fulton County,0.63,22,0.54
IN Gibson County,0.63,22,0.54
IN Grant County,0.63,22,0.54
IN Greene County,0.63,22,0.54
IN Hamilton County,0.63,22,0.54
IN Hancock County,0.63,22,0.54
IN Harrison County,0.63,22,0.54
IN Hendricks County,0.63,22,0.54
IN Henry County,0.63,22,0.54
IN Howard County,0.63,22,0.54
IN Huntington County,0.63,22,0.54
IN Jackson County,0.63,22,0.54
IN Jasper County,0.63,22,0.54
IN Jay County,0.63,22,0.54
IN Jefferson County,0.63,22,0.54
IN Jennings County,0.63,22,0.54
IN Johnson County,0.63,22,0.54
IN Knox County,0.63,22,0.54
IN Kosciusko County,0.63,22,0.54
IN Lake County,0.63,22,0.54
IN Lawrence County,0.63,22,0.54
IN Madison County,0.63,22,0.54
IN Marion County,0.63,22,0.54
IN Marshall County,0.63,22,0.54
IN Martin County,0.63,22,0.54
IN Miami County,0.63,22,0.54
IN Monroe County,0.63,22,0.54
IN Montgomery County,0.63,22,0.54
IN Morgan County,0.63,22,0.54
IN Newton County,0.63,22,0.54
IN Noble County,0.63,22,0.54
IN Ohio County,0.63,22,0.54
IN Orange County,0.63,22,0.54
IN Owen County,0.63,22,0.54
IN Parke County,0.63,22,0.54
IN Perry County,0.63,22,0.54
IN Pike County,0.63,22,0.54
IN Porter County,0.63,22,0.54
IN Posey County,0.63,22,0.54
IN Pulaski County,0.63,22,0.54
IN Putnam County,0.63,22,0.54
IN Randolph County,0.63,22,0.54
IN Ripley County,0.63,22,0.54
IN Rush County,0.63,22,0.54
IN Scott County,0.63,22,0.54
IN Shelby County,0.63,22,0.54
IN Spencer County,0.63,22,0.54
IN St. Joseph County,0.63,22,0.54
IN Starke County,0.63,22,0.54
IN Steuben County,0.63,22,0.54
IN Sullivan County,0.63,22,0.54
IN Switzerland County,0.63,22,0.54
IN Tippecanoe County,0.63,22,0.54
IN Tipton County,0.63,22,0.54
IN Union County,0.63,22,0.54
IN Vanderburgh County,0.63,22,0.54
IN Vermillion County,0.63,22,0.54
IN Vigo County,0.63,22,0.54
IN Wabash County,0.63,22,0.54
IN Warren County,0.63,22,0.54
IN Warrick County,0.63,22,0.54
IN Washington County,0.63,22,0.54
IN Wayne County,0.63,22,0.54
IN Wells County,0.63,22,0.54
IN White County,0.63,22,0.54
IN Whitley County,0.63,22,0.54
KS Allen County,0.66,19,0.55
KS Anderson County,0.66,19,0.55
KS Atchison County,0.66,19,0.55
KS Barber County,0.66,19,0.55
KS Barton County,0.66,19,0.55
KS Bourbon County,0.66,19,0.55
KS Brown County,0.66,19,0.55
KS Butler County,0.66,19,0.55
KS Chase County,0.66,19,0.55
KS Chautauqua County,0.66,19,0.55
KS Cherokee County,0.66,19,0.55
KS Cheyenne County,0.66,19,0.55
KS Clark County,0.66,19,0.55
KS Clay County,0.66,19,0.55
KS Cloud County,0.66,19,0.55
KS Coffey County,0.66,19,0.55
KS Comanche County,0.66,19,0.55
KS Cowley County,0.66,19,0.55
KS Crawford County,0.66,19,0.55
KS Decatur County,0.66,19,0.55
KS Dickinson County,0.66,19,0.55
KS Doniphan County,0.66,19,0.55
KS Douglas County,0.66,19,0.55
KS Edwards County,0.66,19,0.55
KS Elk County,0.66,19,0.55
KS Ellis County,0.66,19,0.55
KS Ellsworth County,0.66,19,0.55
KS Finney County,0.66,19,0.55
KS Ford County,0.66,19,0.55
KS Franklin County,0.66,19,0.55
KS Geary County,0.66,19,0.55
KS Gove County,0.66,19,0.55
KS Graham County,0.66,19,0.55
KS Grant County,0.66,19,0.55
KS Gray County,0.66,19,0.55
KS Greeley County,0.66,19,0.55
KS Greenwood County,0.66,19,0.55
KS Hamilton County,0.66,19,0.55
KS Harper County,0.66,19,0.55
KS Harvey County,0.66,19,0.55
KS Haskell County,0.66,19,0.55
KS Hodgeman County,0.66,19,0.55
KS Jackson County,0.66,19,0.55
KS Jefferson County,0.66,19,0.55
KS Jewell County,0.66,19,0.55
KS Johnson County,0.66,19,0.55
KS Kearny County,0.66,19,0.55
KS Kingman County,0.66,19,0.55
KS Kiowa County,0.66,19,0.55
KS Labette County,0.66,19,0.55
KS Lane County,0.66,19,0.55
KS Leavenworth County,0.66,19,0.55
KS Lincoln County,0.66,19,0.55
KS Linn County,0.66,19,0.55
KS Logan County,0.66,19,0.55
KS Lyon County,0.66,19,0.55
KS Marion County,0.66,19,0.55
KS Marshall County,0.66,19,0.55
KS Meade County,0.66,19,0.55
KS Miami County,0.66,19,0.55
KS Mitchell County,0.66,19,0.55
KS Montgomery County,0.66,19,0.55
KS Morris County,0.66,19,0.55
KS Morton County,0.66,19,0.55
KS Nemaha County,0.66,19,0.55
KS Neosho County,0.66,19,0.55
KS Ness County,0.66,19,0.55
KS Norton County,0.66,19,0.55
KS Osage County,0.66,19,0.55
KS Osborne County,0.66,19,0.55
KS Ottawa County,0.66,19,0.55
KS Pawnee County,0.66,19,0.55
KS Phillips County,0.66,19,0.55
KS Pottawatomie County,0.66,19,0.55
KS Pratt County,0.66,19,0.55
KS Rawlins County,0.66,19,0.55
KS Reno County,0.66,19,0.55
KS Republic County,0.66,19,0.55
KS Rice County,0.66,19,0.55
KS Riley County,0.66,19,0.55
KS Rooks County,0.66,19,0.55
KS Rush County,0.66,19,0.55
KS Russell County,0.66,19,0.55
KS Saline County,0.66,19,0.55
KS Scott County,0.66,19,0.55
KS Sedgwick County,0.66,19,0.55
KS Seward County,0.66,19,0.55
KS Shawnee County,0.66,19,0.55
KS Sheridan County,0.66,19,0.55
KS Sherman County,0.66,19,0.55
KS Smith County,0.66,19,0.55
KS Stafford County,0.66,19,0.55
KS Stanton County,0.66,19,0.55
KS Stevens County,0.66,19,0.55
KS Sumner County,0.66,19,0.55
KS Thomas County,0.66,19,0.55
KS Trego County,0.66,19,0.55
KS Wabaunsee County,0.66,19,0.55
KS Wallace County,0.66,19,0.55
KS Washington County,0.66,19,0.55
KS Wichita County,0.66,19,0.55
KS Wilson County,0.66,19,0.55
KS Woodson County,0.66,19,0.55
KS Wyandotte County,0.66,19,0.55
KY Adair County,0.75,13,0.63
KY Allen County,0.75,13,0.63
KY Anderson County,0.75,13,0.63
KY Ballard County,0.75,13,0.63
KY Barren County,0.75,13,0.63
KY Bath County,0.75,13,0.63
KY Bell County,0.75,13,0.63
KY Boone County,0.75,13,0.63
KY Bourbon County,0.75,13,0.63
KY Boyd County,0.75,13,0.63
KY Boyle County,0.75,13,0.63
KY Bracken County,0.75,13,0.63
KY Breathitt County,0.75,13,0.63
KY Breckinridge County,0.75,13,0.63
KY Bullitt County,0.75,13,0.63
KY Butler County,0.75,13,0.63
KY Caldwell County,0.75,13,0.63
KY Calloway County,0.75,13,0.63
KY Campbell County,0.75,13,0.63
KY Carlisle County,0.75,13,0.63
KY Carroll County,0.75,13,0.63
KY Carter County,0.75,13,0.63
KY Casey County,0.75,13,0.63
KY Christian County,0.75,13,0.63
KY Clark County,0.75,13,0.63
KY Clay County,0.75,13,0.63
KY Clinton County,0.75,13,0.63
KY Crittenden County,0.75,13,0.63
KY Cumberland County,0.75,13,0.63
KY Daviess County,0.75,13,0.63
KY Edmonson County,0.75,13,0.63
KY Elliott County,0.75,13,0.63
KY Estill County,0.75,13,0.63
KY Fayette County,0.75,13,0.63
KY Fleming County,0.75,13,0.63
KY Floyd County,0.75,13,0.63
KY Franklin County,0.75,13,0.63
KY Fulton County,0.75,13,0.63
KY Gallatin County,0.75,13,0.63
KY Garrard County,0.75,13,0.63
KY Grant County,0.75,13,0.63
KY Graves County,0.75,13,0.63
KY Grayson County,0.75,13,0.63
KY Green County,0.75,13,0.63
KY Greenup County,0.75,13,0.63
KY Hancock County,0.75,13,0.63
KY Hardin County,0.75,13,0.63
KY Harlan County,0.75,13,0.63
KY Harrison County,0.75,13,0.63
KY Hart County,0.75,13,0.63
KY Henderson County,0.75,13,0.63
KY Henry County,0.75,13,0.63
KY Hickman County,0.75,13,0.63
KY Hopkins County,0.75,13,0.63
KY Jackson County,0.75,13,0.63
KY Jefferson County,0.75,13,0.63
KY Jessamine County,0.75,13,0.63
KY Johnson County,0.75,13,0.63
KY Kenton County,0.75,13,0.63
KY Knott County,0.75,13,0.63
KY Knox County,0.75,13,0.63
KY Larue County,0.75,13,0.63
KY Laurel County,0.75,13,0.63
KY Lawrence County,0.75,13,0.63
KY Lee County,0.75,13,0.63
KY Leslie County,0.75,13,0.63
KY Letcher County,0.75,13,0.63
KY Lewis County,0.75,13,0.63
KY Lincoln County,0.75,13,0.63
KY Livingston County,0.75,13,0.63
KY Logan County,0.75,13,0.63
KY Lyon County,0.75,13,0.63
KY Madison County,0.75,13,0.63
KY Magoffin County,0.75,13,0.63
KY Marion County,0.75,13,0.63
KY Marshall County,0.75,13,0.63
KY Martin County,0.75,13,0.63
KY Mason County,0.75,13,0.63
KY Meade County,0.75,13,0.63
KY Menifee County,0.75,13,0.63
KY Mercer County,0.75,13,0.63
KY Metcalfe County,0.75,13,0.63
KY Monroe County,0.75,13,0.63
KY Montgomery County,0.75,13,0.63
KY Morgan County,0.75,13,0.63
KY Muhlenberg County,0.75,13,0.63
KY Nelson County,0.75,13,0.63
KY Nicholas County,0.75,13,0.63
KY Ohio County,0.75,13,0.63
KY Oldham County,0.75,13,0.63
KY Owen County,0.75,13,0.63
KY Owsley County,0.75,13,0.63
KY Pendleton County,0.75,13,0.63
KY Perry County,0.75,13,0.63
KY Pike County,0.75,13,0.63
KY Powell County,0.75,13,0.63
KY Pulaski County,0.75,13,0.63
KY Robertson County,0.75,13,0.63
KY Rockcastle County,0.75,13,0.63
KY Rowan County,0.75,13,0.63
KY Russell County,0.75,13,0.63
KY Scott County,0.75,13,0.63
KY Shelby County,0.75,13,0.63
KY Simpson County,0.75,13,0.63
KY Spencer County,0.75,13,0.63
KY Taylor County,0.75,13,0.63
KY Todd County,0.75,13,0.63
KY Trigg County,0.75,13,0.63
KY Trimble County,0.75,13,0.63
KY Union County,0.75,13,0.63
KY Warren County,0.75,13,0.63
KY Washington County,0.75,13,0.63
KY Wayne County,0.75,13,0.63
KY Webster County,0.75,13,0.63
KY Whitley County,0.75,13,0.63
KY Wolfe County,0.75,13,0.63
KY Woodford County,0.75,13,0.63
LA Acadia Parish,0.75,4,0.71
LA Allen Parish,0.75,4,0.71
LA Ascension Parish,0.75,4,0.71
LA Assumption Parish,0.75,4,0.71
LA Avoyelles Parish,0.75,4,0.71
LA Beauregard Parish,0.75,4,0.71
LA Bienville Parish,0.75,4,0.71
LA Bossier Parish,0.75,4,0.71
LA Caddo Parish,0.75,4,0.71
LA Calcasieu Parish,0.75,4,0.71
LA Caldwell Parish,0.75,4,0.71
LA Cameron Parish,0.75,4,0.71
LA Catahoula Parish,0.75,4,0.71
LA Claiborne Parish,0.75,4,0.71
LA Concordia Parish,0.75,4,0.71
LA De Soto Parish,0.75,4,0.71
LA East Baton Rouge Parish,0.75,4,0.71
LA East Carroll Parish,0.75,4,0.71
LA East Feliciana Parish,0.75,4,0.71
LA Evangeline Parish,0.75,4,0.71
LA Franklin Parish,0.75,4,0.71
LA Grant Parish,0.75,4,0.71
LA Iberia Parish,0.75,4,0.71
LA Iberville Parish,0.75,4,0.71
LA Jackson Parish,0.75,4,0.71
LA Jefferson Davis Parish,0.75,4,0.71
LA Lafayette Parish,0.75,4,0.71
LA Lafourche Parish,0.75,4,0.71
LA Lincoln Parish,0.75,4,0.71
LA Livingston Parish,0.75,4,0.71
LA Madison Parish,0.75,4,0.71
LA Morehouse Parish,0.75,4,0.71
LA Natchitoches Parish,0.75,4,0.71
LA Orleans Parish,0.75,4,0.71
LA Ouachita Parish,0.75,4,0.71
LA Plaquemines Parish,0.75,4,0.71
LA Pointe Coupee Parish,0.75,4,0.71
LA Rapides Parish,0.75,4,0.71
LA Red River Parish,0.75,4,0.71
LA Richland Parish,0.75,4,0.71
LA Sabine Parish,0.75,4,0.71
LA St. Bernard Parish,0.75,4,0.71
LA St. Charles Parish,0.75,4,0.71
LA St. Helena Parish,0.75,4,0.71
LA St. James Parish,0.75,4,0.71
LA St. Landry Parish,0.75,4,0.71
LA St. Martin Parish,0.75,4,0.71
LA St. Mary Parish,0.75,4,0.71
LA St. Tammany Parish,0.75,4,0.71
LA Tangipahoa Parish,0.75,4,0.71
LA Tensas Parish,0.75,4,0.71
LA Terrebonne Parish,0.75,4,0.71
LA Union Parish,0.75,4,0.71
LA Vermilion Parish,0.75,4,0.71
LA Vernon Parish,0.75,4,0.71
LA Washington Parish,0.75,4,0.71
LA Webster Parish,0.75,4,0.71
LA West Baton Rouge Parish,0.75,4,0.71
LA West Carroll Parish,0.75,4,0.71
LA West Feliciana Parish,0.75,4,0.71
LA Winn Parish,0.75,4,0.71
MA Barnstable County,0.4,50,0.33
MA Berkshire County,0.4,50,0.33
MA Bristol County,0.4,50,0.33
MA Dukes County,0.4,50,0.33
MA Essex County,0.4,50,0.33
MA Franklin County,0.4,50,0.33
MA Hampden County,0.4,50,0.33
MA Hampshire County,0.4,50,0.33
MA Middlesex County,0.4,50,0.33
MA Nantucket County,0.4,50,0.33
MA Norfolk County,0.4,50,0.33
MA Plymouth County,0.4,50,0.33
MA Suffolk County,0.4,50,0.33
MA Worcester County,0.4,50,0.33
MD Allegany County,0.64,22,0.54
MD Anne Arundel County,0.64,22,0.54
MD Baltimore County,0.64,22,0.54
MD Calvert County,0.64,22,0.54
MD Caroline County,0.64,22,0.54
MD Carroll County,0.64,22,0.54
MD Cecil County,0.64,22,0.54
MD Charles County,0.64,22,0.54
MD Dorchester County,0.64,22,0.54
MD Frederick County,0.64,22,0.54
MD Garrett County,0.64,22,0.54
MD Harford County,0.64,22,0.54
MD Howard County,0.64,22,0.54
MD Kent County,0.64,22,0.54
MD Montgomery County,0.64,22,0.54
MD Somerset County,0.64,22,0.54
MD Talbot County,0.64,22,0.54
MD Washington County,0.64,22,0.54
MD Wicomico County,0.64,22,0.54
MD Worcester County,0.64,22,0.54
ME Androscoggin County,0.48,48,0.34
ME Aroostook County,0.48,48,0.34
ME Cumberland County,0.48,48,0.34
ME Franklin County,0.48,48,0.34
ME Hancock County,0.48,48,0.34
ME Kennebec County,0.48,48,0.34
ME Knox County,0.48,48,0.34
ME Lincoln County,0.48,48,0.34
ME Oxford County,0.48,48,0.34
ME Penobscot County,0.48,48,0.34
ME Piscataquis County,0.48,48,0.34
ME Sagadahoc County,0.48,48,0.34
ME Somerset County,0.48,48,0.34
ME Waldo County,0.48,48,0.34
ME Washington County,0.48,48,0.34
ME York County,0.48,48,0.34
MI Alcona County,0.63,27,0.53
MI Alger County,0.63,27,0.53
MI Allegan County,0.63,27,0.53
MI Alpena County,0.63,27,0.53
MI Antrim County,0.63,27,0.53
MI Arenac County,0.63,27,0.53
MI Baraga County,0.63,27,0.53
MI Barry County,0.63,27,0.53
MI Bay County,0.63,27,0.53
MI Benzie County,0.63,27,0.53
MI Berrien County,0.63,27,0.53
MI Branch County,0.63,27,0.53
MI Calhoun County,0.63,27,0.53
MI Cass County,0.63,27,0.53
MI Charlevoix County,0.63,27,0.53
MI Cheboygan County,0.63,27,0.53
MI Chippewa County,0.63,27,0.53
MI Clare County,0.63,27,0.53
MI Clinton County,0.63,27,0.53
MI Crawford County,0.63,27,0.53
MI Delta County,0.63,27,0.53
MI Dickinson County,0.63,27,0.53
MI Eaton County,0.63,27,0.53
MI Emmet County,0.63,27,0.53
MI Genesee County,0.63,27,0.53
MI Gladwin County,0.63,27,0.53
MI Gogebic County,0.63,27,0.53
MI Grand Traverse County,0.63,27,0.53
MI Gratiot County,0.63,27,0.53
MI Hillsdale County,0.63,27,0.53
MI Houghton County,0.63,27,0.53
MI Huron County,0.63,27,0.53
MI Ingham County,0.63,27,0.53
MI Ionia County,0.63,27,0.53
MI Iosco County,0.63,27,0.53
MI Iron County,0.63,27,0.53
MI Isabella County,0.63,27,0.53
MI Jackson County,0.63,27,0.53
MI Kalamazoo County,0.63,27,0.53
MI Kalkaska County,0.63,27,0.53
MI Kent County,0.63,27,0.53
MI Keweenaw County,0.63,27,0.53
MI Lake County,0.63,27,0.53
MI Lapeer County,0.63,27,0.53
MI Leelanau County,0.63,27,0.53
MI Lenawee County,0.63,27,0.53
MI Livingston County,0.63,27,0.53
MI Luce County,0.63,27,0.53
MI Mackinac County,0.63,27,0.53
MI Macomb County,0.63,27,0.53
MI Manistee County,0.63,27,0.53
MI Marquette County,0.63,27,0.53
MI Mason County,0.63,27,0.53
MI Mecosta County,0.63,27,0.53
MI Menominee County,0.63,27,0.53
MI Midland County,0.63,27,0.53
MI Missaukee County,0.63,27,0.53
MI Monroe County,0.63,27,0.53
MI Montcalm County,0.63,27,0.53
MI Montmorency County,0.63,27,0.53
MI Muskegon County,0.63,27,0.53
MI Newaygo County,0.63,27,0.53
MI Oakland County,0.63,27,0.53
MI Oceana County,0.63,27,0.53
MI Ogemaw County,0.63,27,0.53
MI Ontonagon County,0.63,27,0.53
MI Osceola County,0.63,27,0.53
MI Oscoda County,0.63,27,0.53
MI Otsego County,0.63,27,0.53
MI Ottawa County,0.63,27,0.53
MI Presque Isle County,0.63,27,0.53
MI Roscommon County,0.63,27,0.53
MI Saginaw County,0.63,27,0.53
MI Sanilac County,0.63,27,0.53
MI Schoolcraft County,0.63,27,0.53
MI Shiawassee County,0.63,27,0.53
MI St. Clair County,0.63,27,0.53
MI St. Joseph County,0.63,27,0.53
MI Tuscola County,0.63,27,0.53
MI Van Buren County,0.63,27,0.53
MI Washtenaw County,0.63,27,0.53
MI Wayne County,0.63,27,0.53
MI Wexford County,0.63,27,0.53
MN Aitkin County,0.56,35,0.49
MN Anoka County,0.56,35,0.49
MN Becker County,0.56,35,0.49
MN Beltrami County,0.56,35,0.49
MN Benton County,0.56,35,0.49
MN Big Stone County,0.56,35,0.49
MN Blue Earth County,0.56,35,0.49
MN Brown County,0.56,35,0.49
MN Carlton County,0.56,35,0.49
MN Carver County,0.56,35,0.49
MN Cass County,0.56,35,0.49
MN Chippewa County,0.56,35,0.49
MN Chisago County,0.56,35,0.49
MN Clay County,0.56,35,0.49
MN Clearwater County,0.56,35,0.49
MN Cook County,0.56,35,0.49
MN Cottonwood County,0.56,35,0.49
MN Crow Wing County,0.56,35,0.49
MN Dakota County,0.56,35,0.49
MN Dodge County,0.56,35,0.49
MN Douglas County,0.56,35,0.49
MN Faribault County,0.56,35,0.49
MN Fillmore County,0.56,35,0.49
MN Freeborn County,0.56,35,0.49
MN Goodhue County,0.56,35,0.49
MN Grant County,0.56,35,0.49
MN Hennepin County,0.56,35,0.49
MN Houston County,0.56,35,0.49
MN Hubbard County,0.56,35,0.49
MN Isanti County,0.56,35,0.49
MN Itasca County,0.56,35,0.49
MN Jackson County,0.56,35,0.49
MN Kanabec County,0.56,35,0.49
MN Kandiyohi County,0.56,35,0.49
MN Kittson County,0.56,35,0.49
MN Koochiching County,0.56,35,0.49
MN Lake County,0.56,35,0.49
MN Le Sueur County,0.56,35,0.49
MN Lincoln County,0.56,35,0.49
MN Lyon County,0.56,35,0.49
MN Mahnomen County,0.56,35,0.49
MN Marshall County,0.56,35,0.49
MN Martin County,0.56,35,0.49
MN Meeker County,0.56,35,0.49
MN Mille Lacs County,0.56,35,0.49
MN Morrison County,0.56,35,0.49
MN Mower County,0.56,35,0.49
MN Murray County,0.56,35,0.49
MN Nicollet County,0.56,35,0.49
MN Nobles County,0.56,35,0.49
MN Norman County,0.56,35,0.49
MN Olmsted County,0.56,35,0.49
MN Otter Tail County,0.56,35,0.49
MN Pennington County,0.56,35,0.49
MN Pine County,0.56,35,0.49
MN Pipestone County,0.56,35,0.49
MN Polk County,0.56,35,0.49
MN Pope County,0.56,35,0.49
MN Ramsey County,0.56,35,0.49
MN Red Lake County,0.56,35,0.49
MN Redwood County,0.56,35,0.49
MN Renville County,0.56,35,0.49
MN Rice County,0.56,35,0.49
MN Rock County,0.56,35,0.49
MN Roseau County,0.56,35,0.49
MN Scott County,0.56,35,0.49
MN Sherburne County,0.56,35,0.49
MN Sibley County,0.56,35,0.49
MN Stearns County,0.56,35,0.49
MN Steele County,0.56,35,0.49
MN Stevens County,0.56,35,0.49
MN Swift County,0.56,35,0.49
MN Todd County,0.56,35,0.49
MN Traverse County,0.56,35,0.49
MN Wabasha County,0.56,35,0.49
MN Wadena County,0.56,35,0.49
MN Waseca County,0.56,35,0.49
MN Washington County,0.56,35,0.49
MN Watonwan County,0.56,35,0.49
MN Wilkin County,0.56,35,0.49
MN Winona County,0.56,35,0.49
MN Wright County,0.56,35,0.49
MN Yellow Medicine County,0.56,35,0.49
MO Adair County,0.7,15,0.6
MO Andrew County,0.7,15,0.6
MO Atchison County,0.7,15,0.6
MO Audrain County,0.7,15,0.6
MO Barry County,0.7,15,0.6
MO Barton County,0.7,15,0.6
MO Bates County,0.7,15,0.6
MO Benton County,0.7,15,0.6
MO Bollinger County,0.7,15,0.6
MO Boone County,0.7,15,0.6
MO Buchanan County,0.7,15,0.6
MO Butler County,0.7,15,0.6
MO Caldwell County,0.7,15,0.6
MO Callaway County,0.7,15,0.6
MO Camden County,0.7,15,0.6
MO Cape Girardeau County,0.7,15,0.6
MO Carroll County,0.7,15,0.6
MO Carter County,0.7,15,0.6
MO Cass County,0.7,15,0.6
MO Cedar County,0.7,15,0.6
MO Chariton County,0.7,15,0.6
MO Christian County,0.7,15,0.6
MO Clark County,0.7,15,0.6
MO Clay County,0.7,15,0.6
MO Clinton County,0.7,15,0.6
MO Cole County,0.7,15,0.6
MO Cooper County,0.7,15,0.6
MO Crawford County,0.7,15,0.6
MO Dade County,0.7,15,0.6
MO Dallas County,0.7,15,0.6
MO Daviess County,0.7,15,0.6
MO Dent County,0.7,15,0.6
MO Douglas County,0.7,15,0.6
MO Dunklin County,0.7,15,0.6
MO Franklin County,0.7,15,0.6
MO Gasconade County,0.7,15,0.6
MO Gentry County,0.7,15,0.6
MO Greene County,0.7,15,0.6
MO Grundy County,0.7,15,0.6
MO Harrison County,0.7,15,0.6
MO Henry County,0.7,15,0.6
MO Hickory County,0.7,15,0.6
MO Holt County,0.7,15,0.6
MO Howard County,0.7,15,0.6
MO Howell County,0.7,15,0.6
MO Iron County,0.7,15,0.6
MO Jackson County,0.7,15,0.6
MO Jasper County,0.7,15,0.6
MO Jefferson County,0.7,15,0.6
MO Johnson County,0.7,15,0.6
MO Knox County,0.7,15,0.6
MO Laclede County,0.7,15,0.6
MO Lafayette County,0.7,15,0.6
MO Lawrence County,0.7,15,0.6
MO Lewis County,0.7,15,0.6
MO Lincoln County,0.7,15,0.6
MO Linn County,0.7,15,0.6
MO Livingston County,0.7,15,0.6
MO Macon County,0.7,15,0.6
MO Madison County,0.7,15,0.6
MO Maries County,0.7,15,0.6
MO Marion County,0.7,15,0.6
MO Mercer County,0.7,15,0.6
MO Miller County,0.7,15,0.6
MO Mississippi County,0.7,15,0.6
MO Moniteau County,0.7,15,0.6
MO Monroe County,0.7,15,0.6
MO Montgomery County,0.7,15,0.6
MO Morgan County,0.7,15,0.6
MO New Madrid County,0.7,15,0.6
MO Newton County,0.7,15,0.6
MO Nodaway County,0.7,15,0.6
MO Oregon County,0.7,15,0.6
MO Osage County,0.7,15,0.6
MO Ozark County,0.7,15,0.6
MO Pemiscot County,0.7,15,0.6
MO Perry County,0.7,15,0.6
MO Pettis County,0.7,15,0.6
MO Phelps County,0.7,15,0.6
MO Pike County,0.7,15,0.6
MO Platte County,0.7,15,0.6
MO Polk County,0.7,15,0.6
MO Pulaski County,0.7,15,0.6
MO Putnam County,0.7,15,0.6
MO Ralls County,0.7,15,0.6
MO Randolph County,0.7,15,0.6
MO Ray County,0.7,15,0.6
MO Reynolds County,0.7,15,0.6
MO Ripley County,0.7,15,0.6
MO Saline County,0.7,15,0.6
MO Schuyler County,0.7,15,0.6
MO Scotland County,0.7,15,0.6
MO Scott County,0.7,15,0.6
MO Shannon County,0.7,15,0.6
MO Shelby County,0.7,15,0.6
MO St. Charles County,0.7,15,0.6
MO St. Clair County,0.7,15,0.6
MO St. Francois County,0.7,15,0.6
MO St. Louis County,0.7,15,0.6
MO Ste. Genevieve County,0.7,15,0.6
MO Stoddard County,0.7,15,0.6
MO Stone County,0.7,15,0.6
MO Sullivan County,0.7,15,0.6
MO Taney County,0.7,15,0.6
MO Texas County,0.7,15,0.6
MO Vernon County,0.7,15,0.6
MO Warren County,0.7,15,0.6
MO Washington County,0.7,15,0.6
MO Wayne County,0.7,15,0.6
MO Webster County,0.7,15,0.6
MO Worth County,0.7,15,0.6
MO Wright County,0.7,15,0.6
MS Adams County,0.82,1,0.77
MS Alcorn County,0.82,1,0.77
MS Amite County,0.82,1,0.77
MS Attala County,0.82,1,0.77
MS Benton County,0.82,1,0.77
MS Bolivar County,0.82,1,0.77
MS Calhoun County,0.82,1,0.77
MS Carroll County,0.82,1,0.77
MS Chickasaw County,0.82,1,0.77
MS Choctaw County,0.82,1,0.77
MS Claiborne County,0.82,1,0.77
MS Clarke County,0.82,1,0.77
MS Clay County,0.82,1,0.77
MS Coahoma County,0.82,1,0.77
MS Copiah County,0.82,1,0.77
MS Covington County,0.82,1,0.77
MS Forrest County,0.82,1,0.77
MS Franklin County,0.82,1,0.77
MS George County,0.82,1,0.77
MS Greene County,0.82,1,0.77
MS Grenada County,0.82,1,0.77
MS Hancock County,0.82,1,0.77
MS Harrison County,0.82,1,0.77
MS Hinds County,0.82,1,0.77
MS Holmes County,0.82,1,0.77
MS Humphreys County,0.82,1,0.77
MS Issaquena County,0.82,1,0.77
MS Itawamba County,0.82,1,0.77
MS Jackson County,0.82,1,0.77
MS Jasper County,0.82,1,0.77
MS Jefferson County,0.82,1,0.77
MS Jefferson Davis County,0.82,1,0.77
MS Jones County,0.82,1,0.77
MS Kemper County,0.82,1,0.77
MS Lafayette County,0.82,1,0.77
MS Lamar County,0.82,1,0.77
MS Lauderdale County,0.82,1,0.77
MS Lawrence County,0.82,1,0.77
MS Leake County,0.82,1,0.77
MS Lee County,0.82,1,0.77
MS Leflore County,0.82,1,0.77
MS Lincoln County,0.82,1,0.77
MS Lowndes County,0.82,1,0.77
MS Madison County,0.82,1,0.77
MS Marion County,0.82,1,0.77
MS Marshall County,0.82,1,0.77
MS Monroe County,0.82,1,0.77
MS Montgomery County,0.82,1,0.77
MS Neshoba County,0.82,1,0.77
MS Newton County,0.82,1,0.77
MS Noxubee County,0.82,1,0.77
MS Oktibbeha County,0.82,1,0.77
MS Panola County,0.82,1,0.77
MS Pearl River County,0.82,1,0.77
MS Perry County,0.82,1,0.77
MS Pike County,0.82,1,0.77
MS Pontotoc County,0.82,1,0.77
MS Prentiss County,0.82,1,0.77
MS Quitman County,0.82,1,0.77
MS Rankin County,0.82,1,0.77
MS Scott County,0.82,1,0.77
MS Sharkey County,0.82,1,0.77
MS Simpson County,0.82,1,0.77
MS Smith County,0.82,1,0.77
MS Stone County,0.82,1,0.77
MS Sunflower County,0.82,1,0.77
MS Tallahatchie County,0.82,1,0.77
MS Tate County,0.82,1,0.77
MS Tippah County,0.82,1,0.77
MS Tishomingo County,0.82,1,0.77
MS Tunica County,0.82,1,0.77
MS Union County,0.82,1,0.77
MS Walthall County,0.82,1,0.77
MS Warren County,0.82,1,0.77
MS Washington County,0.82,1,0.77
MS Wayne County,0.82,1,0.77
MS Webster County,0.82,1,0.77
MS Wilkinson County,0.82,1,0.77
MS Winston County,0.82,1,0.77
MS Yalobusha County,0.82,1,0.77
MS Yazoo County,0.82,1,0.77
MT Beaverhead County,0.64,39,0.48
MT Big Horn County,0.64,39,0.48
MT Blaine County,0.64,39,0.48
MT Broadwater County,0.64,39,0.48
MT Carbon County,0.64,39,0.48
