Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
07/30/2021,Race_eth_Hispanic,18072353,16.4,0,16125277,34.6,30.9,15.6,0
07/30/2021,Ages_75+_yrs,18716256,10.7,0,16668286,87.3,77.7,11,0
07/30/2021,Race_eth_NHAsian,6705245,6.1,0,6463015,38.2,36.8,6.3,0
07/30/2021,Race_eth_NHAIAN,1118043,1,0,959016,47.8,41,0.9,0
07/30/2021,Race_eth_unknown,65126802,59,0,48128931,0,0,46.6,0
07/30/2021,Ages_18-24_yrs,14759336,8.4,0,12120428,53.2,43.7,8,0
07/30/2021,Race_eth_known,110459462,0,62.9,103370350,0,0,0,68.2
07/30/2021,Sex_Male,82059619,47.2,0,70782903,55,47.5,47.1,0
07/30/2021,Ages_30-39_yrs,24389262,13.9,0,20795487,60.2,51.4,13.7,0
07/30/2021,Sex_unknown,1822731,1,0,1317135,0,0,0.9,0
07/30/2021,Ages_50-64_yrs,44811134,25.5,0,39459707,76.3,67.2,26,0
07/30/2021,Age_unknown,21345,0,0,4822,0,0,0,0
07/30/2021,Age_known,175564919,0,99,151494459,0,0,0,99
07/30/2021,Ages_<18yrs,9799375,5.6,0,7478139,14.8,11.3,4.9,0
07/30/2021,Ages_12-15_yrs,5869073,3.3,0,4337780,38.6,28.5,2.9,0
07/30/2021,Ages_18-29_yrs,25872323,14.7,0,21454515,52.4,43.5,14.2,0
07/30/2021,Race_eth_NHBlack,10486634,9.5,0,9338496,27.9,24.8,9,0
07/30/2021,Ages_25-39_yrs,35502249,20.2,0,30129574,57.2,48.6,19.9,0
07/30/2021,Ages_<12yrs,197586,0.1,0,122329,0.5,0.3,0.1,0
07/30/2021,Ages_40-49_yrs,24767216,14.1,0,21388560,66.8,57.7,14.1,0
07/30/2021,Ages_16-17_yrs,3732716,2.1,0,3018030,49.4,39.9,2,0
07/30/2021,Race_eth_NHNHOPI,340741,0.3,0,297325,38.2,33.3,0.3,0
07/30/2021,Race_eth_NHWhite,64740921,58.6,0,61832658,34.9,33.3,59.8,0
07/30/2021,US,175586264,0,0,151499281,0,0,0,0
07/30/2021,Sex_known,173763533,0,99,150182146,0,0,0,99.1
07/30/2021,Race_eth_NHMult_Oth,8995525,8.1,0,8354563,130.4,121.1,8.1,0
07/30/2021,Ages_65-74_yrs,27209353,15.5,0,24249765,91.7,81.8,16,0
07/30/2021,Sex_Female,91703914,52.8,0,79399243,59.6,51.6,52.9,0
07/29/2021,Race_eth_NHNHOPI,339610,0.3,0,296569,38.1,33.3,0.3,0
07/29/2021,Ages_75+_yrs,18701189,10.7,0,16657124,87.2,77.7,11,0
07/29/2021,Race_eth_unknown,64996385,59,0,48062229,0,0,46.6,0
07/29/2021,Ages_65-74_yrs,27178475,15.5,0,24229679,91.6,81.7,16,0
07/29/2021,Race_eth_known,110082754,0,62.9,103148575,0,0,0,68.2
07/29/2021,US,175079139,0,0,151210804,0,0,0,0
07/29/2021,Ages_<18yrs,9704764,5.5,0,7428441,14.6,11.2,4.9,0
07/29/2021,Age_unknown,21324,0,0,4817,0,0,0,0
07/29/2021,Race_eth_NHBlack,10423529,9.5,0,9307966,27.7,24.7,9,0
07/29/2021,Ages_16-17_yrs,3706230,2.1,0,3004061,49,39.7,2,0
07/29/2021,Ages_<12yrs,197412,0.1,0,122244,0.5,0.3,0.1,0
07/29/2021,Sex_known,173259344,0,99,149895183,0,0,0,99.1
07/29/2021,Ages_18-24_yrs,14692043,8.4,0,12077767,52.9,43.5,8,0
07/29/2021,Race_eth_Hispanic,17979891,16.3,0,16065404,34.4,30.8,15.6,0
07/29/2021,Ages_18-29_yrs,25764887,14.7,0,21389640,52.2,43.3,14.1,0
07/29/2021,Race_eth_NHAsian,6691468,6.1,0,6451139,38.1,36.8,6.3,0
07/29/2021,Race_eth_NHMult_Oth,8965398,8.1,0,8334157,129.9,120.8,8.1,0
07/29/2021,Race_eth_NHAIAN,1113814,1,0,956651,47.6,40.9,0.9,0
07/29/2021,Sex_Male,81810429,47.2,0,70641474,54.9,47.4,47.1,0
07/29/2021,Ages_40-49_yrs,24691136,14.1,0,21347874,66.6,57.6,14.1,0
07/29/2021,Ages_50-64_yrs,44711827,25.5,0,39401800,76.2,67.1,26.1,0
07/29/2021,Age_known,175057815,0,99,151205987,0,0,0,99
07/29/2021,Ages_25-39_yrs,35378381,20.2,0,30063302,57,48.5,19.9,0
07/29/2021,Ages_30-39_yrs,24305537,13.9,0,20751429,60,51.3,13.7,0
07/29/2021,Sex_Female,91448915,52.8,0,79253709,59.4,51.5,52.9,0
07/29/2021,Race_eth_NHWhite,64569044,58.7,0,61736689,34.8,33.3,59.9,0
07/29/2021,Sex_unknown,1819795,1.1,0,1315621,0,0,0.9,0
07/29/2021,Ages_12-15_yrs,5801122,3.3,0,4302136,38.1,28.3,2.8,0
07/28/2021,Age_known,174662200,0,99,150952809,0,0,0,99
07/28/2021,Race_eth_known,109792316,0,62.9,102953044,0,0,0,68.2
07/28/2021,Ages_30-39_yrs,24240286,13.9,0,20712200,59.9,51.2,13.7,0
07/28/2021,Sex_known,172866133,0,99,149643046,0,0,0,99.1
07/28/2021,Ages_18-29_yrs,25680974,14.7,0,21334431,52,43.2,14.1,0
07/28/2021,Race_eth_NHAsian,6678892,6.1,0,6438711,38.1,36.7,6.3,0
07/28/2021,Ages_50-64_yrs,44634637,25.6,0,39349064,76,67,26.1,0
07/28/2021,Ages_65-74_yrs,27153411,15.5,0,24211043,91.5,81.6,16,0
07/28/2021,Race_eth_NHBlack,10379007,9.5,0,9283914,27.6,24.7,9,0
07/28/2021,Sex_Female,91250843,52.8,0,79125119,59.3,51.4,52.9,0
07/28/2021,Race_eth_NHNHOPI,338721,0.3,0,295915,38,33.2,0.3,0
07/28/2021,Sex_unknown,1817369,1.1,0,1314573,0,0,0.9,0
07/28/2021,Race_eth_NHAIAN,1110568,1,0,954838,47.4,40.8,0.9,0
07/28/2021,Age_unknown,21302,0,0,4810,0,0,0,0
07/28/2021,Ages_12-15_yrs,5748471,3.3,0,4272866,37.8,28.1,2.8,0
07/28/2021,Ages_40-49_yrs,24632937,14.1,0,21311799,66.5,57.5,14.1,0
07/28/2021,US,174683502,0,0,150957619,0,0,0,0
07/28/2021,Ages_25-39_yrs,35281967,20.2,0,30004896,56.9,48.4,19.9,0
07/28/2021,Race_eth_unknown,64891186,59.1,0,48004575,0,0,46.6,0
07/28/2021,Race_eth_NHMult_Oth,8941433,8.1,0,8316454,129.6,120.5,8.1,0
07/28/2021,Ages_<18yrs,9631337,5.5,0,7387112,14.5,11.1,4.9,0
07/28/2021,Race_eth_NHWhite,64438399,58.7,0,61650889,34.7,33.2,59.9,0
07/28/2021,Ages_<12yrs,197303,0.1,0,122147,0.5,0.3,0.1,0
07/28/2021,Ages_18-24_yrs,14639293,8.4,0,12041735,52.7,43.4,8,0
07/28/2021,Sex_Male,81615290,47.2,0,70517927,54.7,47.3,47.1,0
07/28/2021,Race_eth_Hispanic,17905296,16.3,0,16012323,34.3,30.7,15.6,0
07/28/2021,Ages_75+_yrs,18688618,10.7,0,16647160,87.2,77.6,11,0
07/28/2021,Ages_16-17_yrs,3685563,2.1,0,2992099,48.8,39.6,2,0
07/27/2021,Ages_16-17_yrs,3661844,2.1,0,2981601,48.4,39.4,2,0
07/27/2021,Race_eth_unknown,64787105,59.2,0,47958222,0,0,46.7,0
07/27/2021,Race_eth_NHWhite,64283213,58.7,0,61559373,34.7,33.2,59.9,0
07/27/2021,Race_eth_Hispanic,17827059,16.3,0,15965463,34.1,30.6,15.5,0
07/27/2021,Ages_18-24_yrs,14582434,8.4,0,12008006,52.5,43.3,8,0
07/27/2021,Ages_40-49_yrs,24562726,14.1,0,21273854,66.3,57.4,14.1,0
07/27/2021,US,174229313,0,0,150703425,0,0,0,0
07/27/2021,Race_eth_NHBlack,10307773,9.4,0,9248651,27.4,24.6,9,0
07/27/2021,Ages_<18yrs,9545486,5.5,0,7348906,14.4,11.1,4.9,0
07/27/2021,Sex_Male,81391111,47.2,0,70393976,54.6,47.2,47.1,0
07/27/2021,Race_eth_NHMult_Oth,8914654,8.1,0,8299721,129.2,120.3,8.1,0
07/27/2021,Race_eth_NHAIAN,1107751,1,0,953405,47.3,40.7,0.9,0
07/27/2021,Ages_30-39_yrs,24165313,13.9,0,20671686,59.7,51.1,13.7,0
07/27/2021,Ages_75+_yrs,18675607,10.7,0,16636765,87.1,77.6,11,0
07/27/2021,Ages_25-39_yrs,35171816,20.2,0,29944821,56.7,48.3,19.9,0
07/27/2021,Race_eth_NHNHOPI,337444,0.3,0,295204,37.8,33.1,0.3,0
07/27/2021,Sex_known,172415004,0,99,149390546,0,0,0,99.1
07/27/2021,Ages_12-15_yrs,5686482,3.3,0,4245229,37.4,27.9,2.8,0
07/27/2021,Race_eth_known,109442208,0,62.8,102745203,0,0,0,68.2
07/27/2021,Ages_18-29_yrs,25588937,14.7,0,21281141,51.8,43.1,14.1,0
07/27/2021,Sex_Female,91023893,52.8,0,78996570,59.1,51.3,52.9,0
07/27/2021,Ages_<12yrs,197160,0.1,0,122076,0.5,0.3,0.1,0
07/27/2021,Ages_50-64_yrs,44544176,25.6,0,39294578,75.9,66.9,26.1,0
07/27/2021,Sex_unknown,1814309,1.1,0,1312879,0,0,0.9,0
07/27/2021,Age_unknown,21264,0,0,4795,0,0,0,0
07/27/2021,Race_eth_NHAsian,6664314,6.1,0,6423386,38,36.6,6.3,0
07/27/2021,Age_known,174208049,0,99,150698630,0,0,0,99
07/27/2021,Ages_65-74_yrs,27125804,15.6,0,24191700,91.5,81.6,16.1,0
07/26/2021,Ages_30-39_yrs,24124512,13.9,0,20650769,59.6,51,13.7,0
07/26/2021,Age_known,173974396,0,99,150574669,0,0,0,99
07/26/2021,Ages_75+_yrs,18670490,10.7,0,16633398,87.1,77.6,11,0
07/26/2021,Ages_65-74_yrs,27114581,15.6,0,24185098,91.4,81.5,16.1,0
07/26/2021,Race_eth_NHBlack,10284121,9.4,0,9236993,27.3,24.5,9,0
07/26/2021,Sex_Male,81272354,47.2,0,70332266,54.5,47.2,47.1,0
07/26/2021,Ages_40-49_yrs,24525534,14.1,0,21254414,66.2,57.4,14.1,0
07/26/2021,Race_eth_NHWhite,64206950,58.8,0,61518791,34.6,33.2,59.9,0
07/26/2021,Ages_25-39_yrs,35111569,20.2,0,29913387,56.6,48.2,19.9,0
07/26/2021,Ages_18-29_yrs,25539177,14.7,0,21253358,51.7,43.1,14.1,0
07/26/2021,US,173995656,0,0,150579461,0,0,0,0
07/26/2021,Ages_18-24_yrs,14552120,8.4,0,11990740,52.4,43.2,8,0
07/26/2021,Ages_<12yrs,197128,0.1,0,122055,0.5,0.3,0.1,0
07/26/2021,Ages_<18yrs,9502083,5.5,0,7327961,14.3,11,4.9,0
07/26/2021,Race_eth_known,109269560,0,62.8,102645166,0,0,0,68.2
07/26/2021,Race_eth_NHAIAN,1106488,1,0,952771,47.3,40.7,0.9,0
07/26/2021,Ages_50-64_yrs,44498019,25.6,0,39269671,75.8,66.9,26.1,0
07/26/2021,Sex_Female,90909689,52.8,0,78934601,59.1,51.3,52.9,0
07/26/2021,Race_eth_NHNHOPI,336883,0.3,0,294859,37.8,33.1,0.3,0
07/26/2021,Ages_12-15_yrs,5655054,3.3,0,4230237,37.1,27.8,2.8,0
07/26/2021,Sex_known,172182043,0,99,149266867,0,0,0,99.1
07/26/2021,Race_eth_Hispanic,17776526,16.3,0,15934204,34,30.5,15.5,0
07/26/2021,Race_eth_NHAsian,6655759,6.1,0,6415989,37.9,36.6,6.3,0
07/26/2021,Age_unknown,21260,0,0,4792,0,0,0,0
07/26/2021,Ages_16-17_yrs,3649901,2.1,0,2975669,48.3,39.4,2,0
07/26/2021,Race_eth_NHMult_Oth,8902833,8.1,0,8291559,129,120.2,8.1,0
07/26/2021,Race_eth_unknown,64726096,59.2,0,47934295,0,0,46.7,0
07/26/2021,Sex_unknown,1813613,1.1,0,1312594,0,0,0.9,0
07/25/2021,Ages_<12yrs,197099,0.1,0,122040,0.5,0.3,0.1,0
07/25/2021,Sex_known,171961701,0,99,149138012,0,0,0,99.1
07/25/2021,Race_eth_known,109102878,0,62.8,102540260,0,0,0,68.2
07/25/2021,Race_eth_Hispanic,17732603,16.3,0,15904023,34,30.5,15.5,0
07/25/2021,Ages_<18yrs,9461427,5.4,0,7305103,14.3,11,4.9,0
07/25/2021,Race_eth_NHBlack,10261596,9.4,0,9224845,27.3,24.5,9,0
07/25/2021,Age_unknown,21249,0,0,4790,0,0,0,0
07/25/2021,Ages_18-24_yrs,14523991,8.4,0,11972642,52.3,43.1,8,0
07/25/2021,Race_eth_unknown,64671655,59.3,0,47910040,0,0,46.7,0
07/25/2021,US,173774533,0,0,150450300,0,0,0,0
07/25/2021,Ages_18-29_yrs,25492689,14.7,0,21224313,51.7,43,14.1,0
07/25/2021,Ages_25-39_yrs,35055238,20.2,0,29880507,56.5,48.2,19.9,0
07/25/2021,Ages_65-74_yrs,27103127,15.6,0,24178369,91.4,81.5,16.1,0
07/25/2021,Ages_50-64_yrs,44453184,25.6,0,39243653,75.7,66.9,26.1,0
07/25/2021,Race_eth_NHMult_Oth,8887990,8.1,0,8280400,128.8,120,8.1,0
07/25/2021,Race_eth_NHAIAN,1105189,1,0,952001,47.2,40.7,0.9,0
07/25/2021,Race_eth_NHAsian,6647869,6.1,0,6407682,37.9,36.5,6.2,0
07/25/2021,Race_eth_NHWhite,64131772,58.8,0,61477222,34.6,33.2,60,0
07/25/2021,Sex_Female,90801485,52.8,0,78869804,59,51.2,52.9,0
07/25/2021,Sex_unknown,1812832,1.1,0,1312288,0,0,0.9,0
07/25/2021,Race_eth_NHNHOPI,335859,0.3,0,294087,37.7,33,0.3,0
07/25/2021,Sex_Male,81160216,47.2,0,70268208,54.4,47.1,47.1,0
07/25/2021,Ages_40-49_yrs,24490675,14.1,0,21235032,66.1,57.3,14.1,0
07/25/2021,Ages_75+_yrs,18665642,10.7,0,16630204,87.1,77.6,11.1,0
07/25/2021,Age_known,173753284,0,99,150445510,0,0,0,99
07/25/2021,Ages_16-17_yrs,3638835,2.1,0,2969296,48.1,39.3,2,0
07/25/2021,Ages_12-15_yrs,5625493,3.2,0,4213767,37,27.7,2.8,0
07/25/2021,Ages_30-39_yrs,24086540,13.9,0,20628836,59.5,50.9,13.7,0
07/24/2021,Ages_75+_yrs,18652000,10.8,0,16619696,87,77.5,11.1,0
07/24/2021,Ages_12-15_yrs,5573385,3.2,0,4183440,36.6,27.5,2.8,0
07/24/2021,Ages_30-39_yrs,24019824,13.9,0,20588358,59.3,50.8,13.7,0
07/24/2021,Age_unknown,21231,0,0,4786,0,0,0,0
07/24/2021,Ages_<18yrs,9389243,5.4,0,7262742,14.2,10.9,4.8,0
07/24/2021,Race_eth_unknown,64562460,59.3,0,47852271,0,0,46.8,0
07/24/2021,Ages_<12yrs,197037,0.1,0,122017,0.5,0.3,0.1,0
07/24/2021,Ages_40-49_yrs,24429399,14.1,0,21198263,65.9,57.2,14.1,0
07/24/2021,Ages_25-39_yrs,34957379,20.2,0,29820212,56.3,48.1,19.9,0
07/24/2021,Sex_unknown,1811091,1.1,0,1311127,0,0,0.9,0
07/24/2021,Ages_65-74_yrs,27077529,15.6,0,24161091,91.3,81.5,16.1,0
07/24/2021,Sex_Male,80961863,47.2,0,70145543,54.3,47,47.1,0
07/24/2021,Ages_18-24_yrs,14473527,8.3,0,11938820,52.1,43,7.9,0
07/24/2021,Race_eth_Hispanic,17648475,16.2,0,15843981,33.8,30.3,15.5,0
07/24/2021,Race_eth_NHNHOPI,334966,0.3,0,293437,37.6,32.9,0.3,0
07/24/2021,Race_eth_NHBlack,10221170,9.4,0,9201851,27.1,24.4,9,0
07/24/2021,Age_known,173350690,0,99,150193367,0,0,0,99
07/24/2021,Ages_18-29_yrs,25411082,14.7,0,21170674,51.5,42.9,14.1,0
07/24/2021,Race_eth_NHAsian,6636705,6.1,0,6396713,37.8,36.5,6.3,0
07/24/2021,Race_eth_NHMult_Oth,8862492,8.1,0,8260635,128.4,119.7,8.1,0
07/24/2021,Race_eth_NHWhite,64003179,58.8,0,61398740,34.5,33.1,60,0
07/24/2021,Ages_50-64_yrs,44371613,25.6,0,39192543,75.6,66.8,26.1,0
07/24/2021,Race_eth_known,108809461,0,62.8,102345882,0,0,0,68.1
07/24/2021,Sex_Female,90598967,52.8,0,78741483,58.9,51.2,52.9,0
07/24/2021,Race_eth_NHAIAN,1102474,1,0,950525,47.1,40.6,0.9,0
07/24/2021,Sex_known,171560830,0,99,148887026,0,0,0,99.1
07/24/2021,Ages_16-17_yrs,3618821,2.1,0,2957285,47.9,39.1,2,0
07/24/2021,US,173371921,0,0,150198153,0,0,0,0
07/23/2021,Ages_18-29_yrs,25326720,14.6,0,21109494,51.3,42.8,14.1,0
07/23/2021,Sex_Female,90396833,52.8,0,78593398,58.7,51.1,52.9,0
07/23/2021,Race_eth_unknown,64469416,59.4,0,47794196,0,0,46.8,0
07/23/2021,Ages_30-39_yrs,23955540,13.8,0,20543295,59.2,50.7,13.7,0
07/23/2021,Sex_unknown,1809516,1.1,0,1310131,0,0,0.9,0
07/23/2021,Ages_12-15_yrs,5518069,3.2,0,4146144,36.2,27.2,2.8,0
07/23/2021,Ages_25-39_yrs,34861840,20.2,0,29753049,56.2,48,19.8,0
07/23/2021,Age_known,172947435,0,99,149902834,0,0,0,99
07/23/2021,Race_eth_NHMult_Oth,8837185,8.1,0,8238739,128.1,119.4,8.1,0
07/23/2021,US,172968652,0,0,149907617,0,0,0,0
07/23/2021,Ages_16-17_yrs,3597494,2.1,0,2942523,47.6,38.9,2,0
07/23/2021,Ages_65-74_yrs,27051428,15.6,0,24140337,91.2,81.4,16.1,0
07/23/2021,Ages_75+_yrs,18638199,10.8,0,16607212,86.9,77.5,11.1,0
07/23/2021,Race_eth_NHNHOPI,334097,0.3,0,292798,37.5,32.8,0.3,0
07/23/2021,Race_eth_NHWhite,63853161,58.9,0,61289458,34.4,33,60,0
07/23/2021,Ages_<18yrs,9312486,5.4,0,7210616,14,10.9,4.8,0
07/23/2021,Race_eth_NHAIAN,1099051,1,0,948306,46.9,40.5,0.9,0
07/23/2021,Race_eth_known,108499236,0,62.7,102113421,0,0,0,68.1
07/23/2021,Sex_Male,80762303,47.2,0,70004088,54.2,46.9,47.1,0
07/23/2021,Ages_18-24_yrs,14420420,8.3,0,11899740,51.9,42.9,7.9,0
07/23/2021,Ages_<12yrs,196923,0.1,0,121949,0.5,0.3,0.1,0
07/23/2021,Race_eth_NHAsian,6621981,6.1,0,6382274,37.7,36.4,6.3,0
07/23/2021,Race_eth_Hispanic,17575912,16.2,0,15787528,33.7,30.2,15.5,0
07/23/2021,Ages_40-49_yrs,24371698,14.1,0,21157550,65.8,57.1,14.1,0
07/23/2021,Age_unknown,21217,0,0,4783,0,0,0,0
07/23/2021,Race_eth_NHBlack,10177849,9.4,0,9174318,27,24.4,9,0
07/23/2021,Ages_50-64_yrs,44291364,25.6,0,39134330,75.5,66.7,26.1,0
07/23/2021,Sex_known,171159136,0,99,148597486,0,0,0,99.1
07/22/2021,Ages_<12yrs,196810,0.1,0,121865,0.5,0.3,0.1,0
07/22/2021,Race_eth_known,108259800,0,62.7,101928626,0,0,0,68.1
07/22/2021,Ages_25-39_yrs,34786581,20.1,0,29698657,56.1,47.9,19.8,0
07/22/2021,Sex_unknown,1807937,1.1,0,1309072,0,0,0.9,0
07/22/2021,Ages_40-49_yrs,24326174,14.1,0,21125186,65.6,57,14.1,0
07/22/2021,Ages_75+_yrs,18626965,10.8,0,16598027,86.9,77.4,11.1,0
07/22/2021,Race_eth_NHAsian,6610942,6.1,0,6371191,37.7,36.3,6.3,0
07/22/2021,Race_eth_unknown,64387126,59.5,0,47742387,0,0,46.8,0
07/22/2021,Sex_Male,80602073,47.2,0,69887542,54.1,46.9,47.1,0
07/22/2021,Ages_16-17_yrs,3580293,2.1,0,2930147,47.4,38.8,2,0
07/22/2021,Sex_known,170838989,0,99,148361941,0,0,0,99.1
07/22/2021,Race_eth_NHWhite,63745581,58.9,0,61211546,34.4,33,60.1,0
07/22/2021,Ages_18-29_yrs,25258714,14.6,0,21057446,51.2,42.7,14.1,0
07/22/2021,Race_eth_NHNHOPI,333253,0.3,0,292119,37.4,32.8,0.3,0
07/22/2021,Ages_18-24_yrs,14376942,8.3,0,11865942,51.8,42.7,7.9,0
07/22/2021,Race_eth_NHMult_Oth,8816248,8.1,0,8221007,127.8,119.1,8.1,0
07/22/2021,Ages_12-15_yrs,5473066,3.2,0,4114279,36,27,2.7,0
07/22/2021,Race_eth_Hispanic,17511805,16.2,0,15735768,33.5,30.1,15.4,0
07/22/2021,Ages_<18yrs,9250169,5.4,0,7166291,13.9,10.8,4.8,0
07/22/2021,Ages_50-64_yrs,44229096,25.6,0,39088484,75.3,66.6,26.1,0
07/22/2021,Age_unknown,21209,0,0,4777,0,0,0,0
07/22/2021,Age_known,172625717,0,99,149666236,0,0,0,99
07/22/2021,Ages_65-74_yrs,27029790,15.7,0,24123649,91.1,81.3,16.1,0
07/22/2021,Race_eth_NHAIAN,1095953,1,0,946058,46.8,40.4,0.9,0
07/22/2021,Race_eth_NHBlack,10146018,9.4,0,9150937,26.9,24.3,9,0
07/22/2021,Ages_30-39_yrs,23904809,13.8,0,20507153,59,50.6,13.7,0
07/22/2021,US,172646926,0,0,149671013,0,0,0,0
07/22/2021,Sex_Female,90236916,52.8,0,78474399,58.6,51,52.9,0
07/21/2021,Ages_65-74_yrs,27007603,15.7,0,24106144,91.1,81.3,16.1,0
07/21/2021,Sex_known,170500305,0,99,148102335,0,0,0,99.1
07/21/2021,Ages_50-64_yrs,44163875,25.6,0,39038426,75.2,66.5,26.1,0
07/21/2021,Race_eth_Hispanic,17440126,16.1,0,15673106,33.4,30,15.4,0
07/21/2021,Ages_18-29_yrs,25186320,14.6,0,20999570,51,42.6,14.1,0
07/21/2021,Race_eth_NHBlack,10111329,9.4,0,9126870,26.9,24.2,9,0
07/21/2021,Race_eth_known,108006314,0,62.7,101722693,0,0,0,68.1
07/21/2021,Race_eth_NHAsian,6599381,6.1,0,6358421,37.6,36.2,6.3,0
07/21/2021,Age_known,172285139,0,99,149405461,0,0,0,99
07/21/2021,Ages_16-17_yrs,3561504,2.1,0,2916254,47.1,38.6,2,0
07/21/2021,Sex_unknown,1806018,1.1,0,1307892,0,0,0.9,0
07/21/2021,Race_eth_NHWhite,63633605,58.9,0,61125224,34.3,33,60.1,0
07/21/2021,Ages_40-49_yrs,24278216,14.1,0,21089027,65.5,56.9,14.1,0
07/21/2021,Ages_25-39_yrs,34708453,20.1,0,29638357,55.9,47.8,19.8,0
07/21/2021,Ages_<18yrs,9181693,5.3,0,7117174,13.8,10.7,4.8,0
07/21/2021,Ages_30-39_yrs,23852283,13.8,0,20467062,58.9,50.5,13.7,0
07/21/2021,Ages_75+_yrs,18615149,10.8,0,16588058,86.8,77.4,11.1,0
07/21/2021,Race_eth_NHAIAN,1092763,1,0,943872,46.7,40.3,0.9,0
07/21/2021,Race_eth_unknown,64300009,59.5,0,47687534,0,0,46.9,0
07/21/2021,Ages_<12yrs,196706,0.1,0,121793,0.5,0.3,0.1,0
07/21/2021,US,172306323,0,0,149410227,0,0,0,0
07/21/2021,Race_eth_NHNHOPI,332218,0.3,0,291378,37.3,32.7,0.3,0
07/21/2021,Ages_12-15_yrs,5423483,3.1,0,4079127,35.6,26.8,2.7,0
07/21/2021,Sex_Male,80433482,47.2,0,69760545,53.9,46.8,47.1,0
07/21/2021,Sex_Female,90066823,52.8,0,78341790,58.5,50.9,52.9,0
07/21/2021,Ages_18-24_yrs,14330150,8.3,0,11828275,51.6,42.6,7.9,0
07/21/2021,Race_eth_NHMult_Oth,8796892,8.1,0,8203822,127.5,118.9,8.1,0
07/21/2021,Age_unknown,21184,0,0,4766,0,0,0,0
07/20/2021,Sex_known,170198135,0,99,147868306,0,0,0,99.1
07/20/2021,Race_eth_NHAIAN,1090512,1,0,942306,46.6,40.2,0.9,0
07/20/2021,Race_eth_NHWhite,63539177,58.9,0,61050019,34.3,32.9,60.1,0
07/20/2021,Sex_Male,80281631,47.2,0,69644533,53.8,46.7,47.1,0
07/20/2021,Ages_50-64_yrs,44102430,25.6,0,38991732,75.1,66.4,26.1,0
07/20/2021,Race_eth_NHNHOPI,331309,0.3,0,290642,37.1,32.6,0.3,0
07/20/2021,US,172002326,0,0,149174977,0,0,0,0
07/20/2021,Ages_65-74_yrs,26987500,15.7,0,24090525,91,81.2,16.1,0
07/20/2021,Ages_18-29_yrs,25123540,14.6,0,20949311,50.9,42.4,14,0
07/20/2021,Ages_30-39_yrs,23805008,13.8,0,20430468,58.8,50.5,13.7,0
07/20/2021,Race_eth_known,107788585,0,62.7,101539418,0,0,0,68.1
07/20/2021,Ages_12-15_yrs,5381934,3.1,0,4047474,35.4,26.6,2.7,0
07/20/2021,Race_eth_NHMult_Oth,8779391,8.1,0,8187597,127.2,118.7,8.1,0
07/20/2021,Race_eth_unknown,64213741,59.6,0,47635559,0,0,46.9,0
07/20/2021,Ages_25-39_yrs,34638765,20.1,0,29583695,55.8,47.7,19.8,0
07/20/2021,Race_eth_NHBlack,10077728,9.3,0,9102586,26.8,24.2,9,0
07/20/2021,Race_eth_NHAsian,6588082,6.1,0,6346071,37.6,36.2,6.2,0
07/20/2021,Ages_16-17_yrs,3545735,2.1,0,2904079,46.9,38.4,1.9,0
07/20/2021,Sex_unknown,1804191,1.1,0,1306671,0,0,0.9,0
07/20/2021,Ages_<12yrs,196602,0.1,0,121723,0.5,0.3,0.1,0
07/20/2021,Race_eth_Hispanic,17382386,16.1,0,15620197,33.3,29.9,15.4,0
07/20/2021,Age_unknown,21165,0,0,4758,0,0,0,0
07/20/2021,Ages_<18yrs,9124271,5.3,0,7073276,13.8,10.7,4.7,0
07/20/2021,Ages_18-24_yrs,14289783,8.3,0,11796084,51.5,42.5,7.9,0
07/20/2021,Age_known,171981161,0,99,149170219,0,0,0,99
07/20/2021,Ages_40-49_yrs,24233715,14.1,0,21055388,65.4,56.8,14.1,0
07/20/2021,Sex_Female,89916504,52.8,0,78223773,58.4,50.8,52.9,0
07/20/2021,Ages_75+_yrs,18604697,10.8,0,16579519,86.8,77.3,11.1,0
07/19/2021,Ages_12-15_yrs,5353951,3.1,0,4025734,35.2,26.4,2.7,0
07/19/2021,Sex_known,170073126,0,99,147739870,0,0,0,99.1
07/19/2021,Race_eth_NHBlack,10058654,9.3,0,9087063,26.7,24.1,9,0
07/19/2021,Ages_75+_yrs,18606686,10.8,0,16577883,86.8,77.3,11.1,0
07/19/2021,Ages_18-24_yrs,14271016,8.3,0,11781506,51.4,42.4,7.9,0
07/19/2021,Ages_25-39_yrs,34608609,20.1,0,29553631,55.8,47.6,19.8,0
07/19/2021,Ages_65-74_yrs,26983294,15.7,0,24083801,91,81.2,16.2,0
07/19/2021,Sex_Female,89847394,52.8,0,78154354,58.4,50.8,52.9,0
07/19/2021,Age_unknown,23517,0,0,4829,0,0,0,0
07/19/2021,Ages_40-49_yrs,24215429,14.1,0,21035063,65.3,56.8,14.1,0
07/19/2021,Race_eth_NHMult_Oth,8770404,8.1,0,8178363,127.1,118.5,8.1,0
07/19/2021,Race_eth_Hispanic,17343546,16.1,0,15583929,33.2,29.8,15.4,0
07/19/2021,Sex_Male,80225732,47.2,0,69585516,53.8,46.7,47.1,0
07/19/2021,Race_eth_NHAsian,6581390,6.1,0,6336954,37.5,36.1,6.2,0
