Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
07/04/2021,US,168339444,0,0,145258625,0,0,0,0
07/04/2021,Age_unknown,23221,0,0,4712,0,0,0,0
07/04/2021,Ages_<18yrs,8430479,5,0,6354620,12.7,9.6,4.4,0
07/04/2021,Race_eth_NHBlack,9697799,9.2,0,8705498,25.8,23.1,8.8,0
07/04/2021,Race_eth_NHAIAN,1064259,1,0,915219,45.5,39.1,0.9,0
07/04/2021,Race_eth_NHNHOPI,319921,0.3,0,278644,35.9,31.2,0.3,0
07/04/2021,Ages_18-29_yrs,24316936,14.4,0,20122154,49.3,40.8,13.9,0
07/04/2021,Ages_30-39_yrs,23220379,13.8,0,19817200,57.4,48.9,13.6,0
07/04/2021,Ages_16-17_yrs,3354855,2,0,2706388,44.4,35.8,1.9,0
07/04/2021,Sex_Male,78496137,47.1,0,67742484,52.6,45.4,47.1,0
07/04/2021,Sex_unknown,1785904,1.1,0,1289803,0,0,0.9,0
07/04/2021,Ages_<12yrs,195046,0.1,0,120637,0.4,0.3,0.1,0
07/04/2021,Race_eth_Hispanic,16552910,15.8,0,14749952,31.7,28.2,15,0
07/04/2021,Ages_12-15_yrs,4880578,2.9,0,3527595,32.1,23.2,2.4,0
07/04/2021,Race_eth_known,105010401,0,62.4,98430954,0,0,0,67.8
07/04/2021,Ages_18-24_yrs,13772641,8.2,0,11274448,49.6,40.6,7.8,0
07/04/2021,Age_known,168316223,0,99,145253913,0,0,0,99
07/04/2021,Ages_75+_yrs,18478355,11,0,16416672,86.2,76.6,11.3,0
07/04/2021,Ages_25-39_yrs,33764674,20.1,0,28664906,54.4,46.2,19.7,0
07/04/2021,Ages_50-64_yrs,43413080,25.8,0,38232498,74,65.1,26.3,0
07/04/2021,Race_eth_NHMult_Oth,8552259,8.1,0,7909611,123.9,114.6,8,0
07/04/2021,Sex_known,166553540,0,98.9,143968822,0,0,0,99.1
07/04/2021,Race_eth_unknown,63329043,60.3,0,46827671,0,0,47.6,0
07/04/2021,Sex_Female,88057403,52.9,0,76226338,57.2,49.5,52.9,0
07/04/2021,Race_eth_NHAsian,6419602,6.1,0,6127468,36.6,34.9,6.2,0
07/04/2021,Race_eth_NHWhite,62403651,59.4,0,59744562,33.7,32.2,60.7,0
07/04/2021,Ages_40-49_yrs,23709189,14.1,0,20499050,64,55.3,14.1,0
07/04/2021,Ages_65-74_yrs,26747805,15.9,0,23811719,90.2,80.3,16.4,0
07/03/2021,Ages_18-24_yrs,13733674,8.2,0,11232667,49.5,40.5,7.7,0
07/03/2021,US,168060716,0,0,144943052,0,0,0,0
07/03/2021,Race_eth_NHBlack,9675575,9.2,0,8680097,25.7,23.1,8.8,0
07/03/2021,Race_eth_unknown,63250205,60.3,0,46760341,0,0,47.6,0
07/03/2021,Ages_40-49_yrs,23667821,14.1,0,20452763,63.9,55.2,14.1,0
07/03/2021,Sex_unknown,1779301,1.1,0,1285678,0,0,0.9,0
07/03/2021,Race_eth_Hispanic,16482520,15.7,0,14669813,31.6,28.1,14.9,0
07/03/2021,Ages_<18yrs,8382454,5,0,6293191,12.6,9.5,4.3,0
07/03/2021,Sex_Female,87918946,52.9,0,76069465,57.1,49.4,53,0
07/03/2021,Age_unknown,23193,0,0,4702,0,0,0,0
07/03/2021,Ages_<12yrs,194855,0.1,0,120474,0.4,0.3,0.1,0
07/03/2021,Ages_18-29_yrs,24255609,14.4,0,20054958,49.1,40.6,13.8,0
07/03/2021,Race_eth_NHAsian,6406215,6.1,0,6109011,36.5,34.8,6.2,0
07/03/2021,Race_eth_NHWhite,62329920,59.5,0,59645415,33.6,32.2,60.7,0
07/03/2021,Ages_12-15_yrs,4845997,2.9,0,3482728,31.8,22.9,2.4,0
07/03/2021,Ages_16-17_yrs,3341602,2,0,2689989,44.2,35.6,1.9,0
07/03/2021,Ages_65-74_yrs,26729303,15.9,0,23793960,90.1,80.2,16.4,0
07/03/2021,Ages_25-39_yrs,33696217,20.1,0,28587841,54.3,46.1,19.7,0
07/03/2021,Ages_50-64_yrs,43359659,25.8,0,38171118,73.9,65,26.3,0
07/03/2021,Race_eth_NHAIAN,1062296,1,0,912575,45.4,39,0.9,0
07/03/2021,Sex_known,166281415,0,98.9,143657374,0,0,0,99.1
07/03/2021,Age_known,168037523,0,99,144938350,0,0,0,99
07/03/2021,Ages_30-39_yrs,23174282,13.8,0,19765550,57.2,48.8,13.6,0
07/03/2021,Race_eth_NHMult_Oth,8535188,8.1,0,7888369,123.7,114.3,8,0
07/03/2021,Race_eth_known,104810511,0,62.4,98182711,0,0,0,67.7
07/03/2021,Ages_75+_yrs,18468395,11,0,16406810,86.1,76.5,11.3,0
07/03/2021,Sex_Male,78362469,47.1,0,67587909,52.6,45.3,47,0
07/03/2021,Race_eth_NHNHOPI,318797,0.3,0,277431,35.7,31.1,0.3,0
07/02/2021,Sex_Female,87699078,52.9,0,75718260,57,49.2,53,0
07/02/2021,Race_eth_NHAIAN,1059874,1,0,909850,45.3,38.9,0.9,0
07/02/2021,Sex_known,165855621,0,98.9,142967789,0,0,0,99.1
07/02/2021,Age_known,167609091,0,99,144244620,0,0,0,99
07/02/2021,US,167632252,0,0,144249296,0,0,0,0
07/02/2021,Race_eth_NHAsian,6388089,6.1,0,6080804,36.4,34.7,6.2,0
07/02/2021,Ages_30-39_yrs,23106617,13.8,0,19652456,57.1,48.5,13.6,0
07/02/2021,Ages_<18yrs,8316918,5,0,6207730,12.5,9.4,4.3,0
07/02/2021,Race_eth_unknown,63165719,60.5,0,46647868,0,0,47.8,0
07/02/2021,Ages_16-17_yrs,3323462,2,0,2664555,44,35.2,1.8,0
07/02/2021,Race_eth_NHMult_Oth,8493431,8.1,0,7811883,0,0,8,0
07/02/2021,Race_eth_known,104466533,0,62.3,97601428,0,0,0,67.7
07/02/2021,Age_unknown,23161,0,0,4676,0,0,0,0
07/02/2021,Sex_unknown,1776631,1.1,0,1281507,0,0,0.9,0
07/02/2021,Race_eth_NHNHOPI,317851,0.3,0,276351,35.6,31,0.3,0
07/02/2021,Ages_75+_yrs,18445540,11,0,16372314,86,76.4,11.4,0
07/02/2021,Race_eth_NHWhite,62186978,59.5,0,59357056,33.5,32,60.8,0
07/02/2021,Ages_65-74_yrs,26695973,15.9,0,23738116,90,80,16.5,0
07/02/2021,Ages_25-39_yrs,33594221,20,0,28415238,54.1,45.8,19.7,0
07/02/2021,Ages_<12yrs,193675,0.1,0,119667,0.4,0.3,0.1,0
07/02/2021,Ages_18-24_yrs,13673792,8.2,0,11136783,49.3,40.1,7.7,0
07/02/2021,Ages_12-15_yrs,4799781,2.9,0,3423508,31.5,22.5,2.4,0
07/02/2021,Sex_Male,78156543,47.1,0,67249529,52.4,45.1,47,0
07/02/2021,Ages_18-29_yrs,24161396,14.4,0,19899565,49,40.3,13.8,0
07/02/2021,Ages_50-64_yrs,43276057,25.8,0,38022594,73.7,64.8,26.4,0
07/02/2021,Race_eth_NHBlack,9632685,9.2,0,8613927,25.6,22.9,8.8,0
07/02/2021,Ages_40-49_yrs,23606590,14.1,0,20351845,63.7,54.9,14.1,0
07/02/2021,Race_eth_Hispanic,16387625,15.7,0,14551557,31.4,27.9,14.9,0
07/01/2021,Race_eth_NHMult_Oth,8474451,8.1,0,7787862,0,0,8,0
07/01/2021,Ages_<12yrs,190943,0.1,0,116770,0.4,0.3,0.1,0
07/01/2021,Ages_65-74_yrs,26676759,15.9,0,23714749,89.9,80,16.5,0
07/01/2021,Sex_Male,78017758,47.1,0,67081962,52.3,45,47,0
07/01/2021,Age_known,167325496,0,99,143905290,0,0,0,99
07/01/2021,Race_eth_NHAsian,6374730,6.1,0,6062906,36.3,34.6,6.2,0
07/01/2021,Race_eth_NHWhite,62096340,59.6,0,59237427,33.5,31.9,60.9,0
07/01/2021,Age_unknown,23136,0,0,4669,0,0,0,0
07/01/2021,Race_eth_Hispanic,16325432,15.7,0,14483458,31.3,27.7,14.9,0
07/01/2021,Ages_50-64_yrs,43224697,25.8,0,37959328,73.6,64.7,26.4,0
07/01/2021,Ages_25-39_yrs,33527137,20,0,28338223,54,45.7,19.7,0
07/01/2021,Ages_40-49_yrs,23567942,14.1,0,20305880,63.6,54.8,14.1,0
07/01/2021,Ages_75+_yrs,18435021,11,0,16359208,86,76.3,11.4,0
07/01/2021,Sex_unknown,1774625,1.1,0,1279579,0,0,0.9,0
07/01/2021,Ages_18-29_yrs,24098071,14.4,0,19828753,48.8,40.2,13.8,0
07/01/2021,Ages_18-24_yrs,13633288,8.1,0,11092084,49.1,40,7.7,0
07/01/2021,Race_eth_NHBlack,9607007,9.2,0,8583437,25.5,22.8,8.8,0
07/01/2021,US,167348632,0,0,143909959,0,0,0,0
07/01/2021,Sex_known,165574007,0,98.9,142630380,0,0,0,99.1
07/01/2021,Ages_12-15_yrs,4760183,2.8,0,3370732,31.3,22.1,2.3,0
07/01/2021,Race_eth_unknown,63096952,60.5,0,46573120,0,0,47.8,0
07/01/2021,Race_eth_NHAIAN,1056879,1,0,906679,45.1,38.7,0.9,0
07/01/2021,Race_eth_known,104251680,0,62.3,97336839,0,0,0,67.6
07/01/2021,Sex_Female,87556249,52.9,0,75548418,56.9,49.1,53,0
07/01/2021,Race_eth_NHNHOPI,316841,0.3,0,275070,35.5,30.8,0.3,0
07/01/2021,Ages_16-17_yrs,3309526,2,0,2648316,43.8,35,1.8,0
07/01/2021,Ages_30-39_yrs,23062354,13.8,0,19601554,57,48.4,13.6,0
07/01/2021,Ages_<18yrs,8260652,4.9,0,6135818,12.5,9.2,4.3,0
06/30/2021,Sex_known,164939581,0,98.9,141675981,0,0,0,99.1
06/30/2021,Race_eth_NHAsian,6353646,6.1,0,6031703,36.2,34.4,6.2,0
06/30/2021,Age_known,166689016,0,99,142948142,0,0,0,99
06/30/2021,Ages_16-17_yrs,3285835,2,0,2612565,43.5,34.6,1.8,0
06/30/2021,Race_eth_Hispanic,16077274,15.5,0,14093192,30.8,27,14.6,0
06/30/2021,US,166711900,0,0,142952599,0,0,0,0
06/30/2021,Ages_40-49_yrs,23493511,14.1,0,20180817,63.4,54.5,14.1,0
06/30/2021,Ages_75+_yrs,18370827,11,0,16285109,85.7,76,11.4,0
06/30/2021,Ages_65-74_yrs,26597910,16,0,23614401,89.7,79.6,16.5,0
06/30/2021,Ages_18-24_yrs,13554913,8.1,0,10974100,48.8,39.5,7.7,0
06/30/2021,Sex_Male,77713311,47.1,0,66622513,52.1,44.7,47,0
06/30/2021,Ages_<12yrs,187548,0.1,0,112927,0.4,0.3,0.1,0
06/30/2021,Ages_<18yrs,8170896,4.9,0,5999803,12.3,9,4.2,0
06/30/2021,Race_eth_NHMult_Oth,8433152,8.1,0,7727246,0,0,8,0
06/30/2021,Sex_Female,87226270,52.9,0,75053468,56.7,48.8,53,0
06/30/2021,Age_unknown,22884,0,0,4457,0,0,0,0
06/30/2021,Ages_12-15_yrs,4697513,2.8,0,3274311,30.9,21.5,2.3,0
06/30/2021,Race_eth_NHNHOPI,315452,0.3,0,273413,35.4,30.7,0.3,0
06/30/2021,Race_eth_known,103760873,0,62.2,96587754,0,0,0,67.6
06/30/2021,Race_eth_unknown,62951027,60.7,0,46364845,0,0,48,0
06/30/2021,Race_eth_NHBlack,9570218,9.2,0,8541996,25.4,22.7,8.8,0
06/30/2021,Sex_unknown,1772319,1.1,0,1276618,0,0,0.9,0
06/30/2021,Ages_30-39_yrs,22979881,13.8,0,19470878,56.8,48.1,13.6,0
06/30/2021,Ages_50-64_yrs,43102144,25.9,0,37757021,73.4,64.3,26.4,0
06/30/2021,Race_eth_NHWhite,61959626,59.7,0,59020327,33.4,31.8,61.1,0
06/30/2021,Ages_18-29_yrs,23973847,14.4,0,19640113,48.6,39.8,13.7,0
06/30/2021,Ages_25-39_yrs,33398815,20,0,28136891,53.8,45.4,19.7,0
06/30/2021,Race_eth_NHAIAN,1051505,1,0,899877,44.9,38.4,0.9,0
06/29/2021,Race_eth_NHWhite,61738482,59.8,0,58806720,33.3,31.7,61.2,0
06/29/2021,Ages_40-49_yrs,23388909,14.1,0,20087209,63.1,54.2,14.1,0
06/29/2021,Race_eth_NHNHOPI,314351,0.3,0,272303,35.2,30.5,0.3,0
06/29/2021,Race_eth_Hispanic,15951351,15.4,0,13981342,30.5,26.8,14.5,0
06/29/2021,Race_eth_NHAIAN,1048118,1,0,896491,44.8,38.3,0.9,0
06/29/2021,Age_known,165981482,0,99,142306318,0,0,0,99
06/29/2021,Ages_75+_yrs,18321610,11,0,16241844,85.5,75.8,11.4,0
06/29/2021,Ages_12-15_yrs,4633744,2.8,0,3207869,30.4,21.1,2.3,0
06/29/2021,Sex_known,164233841,0,98.9,141036034,0,0,0,99.1
06/29/2021,Sex_Female,86851537,52.9,0,74717395,56.4,48.6,53,0
06/29/2021,US,166004332,0,0,142310757,0,0,0,0
06/29/2021,Race_eth_unknown,62721410,60.7,0,46168822,0,0,48,0
06/29/2021,Ages_<18yrs,8076680,4.9,0,5905318,12.2,8.9,4.1,0
06/29/2021,Race_eth_NHAsian,6320915,6.1,0,6000383,36,34.2,6.2,0
06/29/2021,Ages_30-39_yrs,22871647,13.8,0,19375478,56.5,47.9,13.6,0
06/29/2021,Race_eth_NHBlack,9500522,9.2,0,8484367,25.2,22.5,8.8,0
06/29/2021,Ages_50-64_yrs,42939945,25.9,0,37606724,73.2,64.1,26.4,0
06/29/2021,Race_eth_NHMult_Oth,8409183,8.1,0,7700329,0,0,8,0
06/29/2021,Ages_65-74_yrs,26545454,16,0,23565960,89.5,79.5,16.6,0
06/29/2021,Ages_<12yrs,185039,0.1,0,110510,0.4,0.3,0.1,0
06/29/2021,Sex_unknown,1770491,1.1,0,1274723,0,0,0.9,0
06/29/2021,Ages_25-39_yrs,33237247,20,0,27995181,53.6,45.1,19.7,0
06/29/2021,Age_unknown,22850,0,0,4439,0,0,0,0
06/29/2021,Sex_Male,77382304,47.1,0,66318639,51.9,44.5,47,0
06/29/2021,Ages_18-29_yrs,23837237,14.4,0,19523785,48.3,39.6,13.7,0
06/29/2021,Race_eth_known,103282922,0,62.2,96141935,0,0,0,67.6
06/29/2021,Ages_16-17_yrs,3257897,2,0,2586939,43.1,34.2,1.8,0
06/29/2021,Ages_18-24_yrs,13471637,8.1,0,10904082,48.5,39.3,7.7,0
06/28/2021,Ages_18-29_yrs,23771608,14.3,0,19439360,48.2,39.4,13.7,0
06/28/2021,Sex_Female,86702422,52.9,0,74517374,56.3,48.4,53,0
06/28/2021,Race_eth_NHNHOPI,313589,0.3,0,271403,35.2,30.4,0.3,0
06/28/2021,Ages_12-15_yrs,4595826,2.8,0,3156114,30.2,20.7,2.2,0
06/28/2021,Sex_unknown,1769065,1.1,0,1273465,0,0,0.9,0
06/28/2021,Race_eth_NHWhite,61654230,59.8,0,58670005,33.2,31.6,61.2,0
06/28/2021,Race_eth_known,103065260,0,62.2,95826193,0,0,0,67.5
06/28/2021,Race_eth_NHAsian,6305939,6.1,0,5976207,35.9,34.1,6.2,0
06/28/2021,Ages_30-39_yrs,22821340,13.8,0,19310985,56.4,47.7,13.6,0
06/28/2021,Age_unknown,22828,0,0,4433,0,0,0,0
06/28/2021,Ages_65-74_yrs,26530138,16,0,23545045,89.4,79.4,16.6,0
06/28/2021,Ages_25-39_yrs,33161539,20,0,27898390,53.4,45,19.7,0
06/28/2021,Ages_<18yrs,8023506,4.8,0,5832760,12.1,8.8,4.1,0
06/28/2021,Race_eth_NHMult_Oth,8392970,8.1,0,7677217,0,0,8,0
06/28/2021,Ages_50-64_yrs,42882142,25.9,0,37526960,73.1,63.9,26.4,0
06/28/2021,Race_eth_NHAIAN,1047116,1,0,895060,44.7,38.2,0.9,0
06/28/2021,Age_known,165683653,0,99,141909652,0,0,0,99
06/28/2021,Ages_18-24_yrs,13431409,8.1,0,10851955,48.4,39.1,7.6,0
06/28/2021,Ages_40-49_yrs,23342136,14.1,0,20025505,63,54,14.1,0
06/28/2021,Race_eth_NHBlack,9462522,9.2,0,8430237,25.1,22.4,8.8,0
06/28/2021,Ages_75+_yrs,18312783,11.1,0,16229037,85.4,75.7,11.4,0
06/28/2021,Race_eth_Hispanic,15888894,15.4,0,13906064,30.4,26.6,14.5,0
06/28/2021,Sex_Male,77234994,47.1,0,66123246,51.8,44.3,47,0
06/28/2021,Ages_<12yrs,183849,0.1,0,109325,0.4,0.3,0.1,0
06/28/2021,Ages_16-17_yrs,3243831,2,0,2567321,42.9,34,1.8,0
06/28/2021,Sex_known,163937416,0,98.9,140640620,0,0,0,99.1
06/28/2021,US,165706481,0,0,141914085,0,0,0,0
06/28/2021,Race_eth_unknown,62641221,60.8,0,46087892,0,0,48.1,0
06/27/2021,Ages_18-24_yrs,13382046,8.1,0,10757682,48.2,38.8,7.6,0
06/27/2021,Race_eth_Hispanic,15796114,15.4,0,13757327,30.2,26.3,14.4,0
06/27/2021,Age_known,165351340,0,99,141202574,0,0,0,99
06/27/2021,Race_eth_known,102808885,0,62.2,95259958,0,0,0,67.5
06/27/2021,Sex_Male,77070213,47.1,0,65772409,51.7,44.1,47,0
06/27/2021,Ages_40-49_yrs,23290576,14.1,0,19911767,62.8,53.7,14.1,0
06/27/2021,Race_eth_NHMult_Oth,8373127,8.1,0,7639201,0,0,8,0
06/27/2021,Race_eth_NHBlack,9436358,9.2,0,8378410,25.1,22.3,8.8,0
06/27/2021,Ages_18-29_yrs,23691048,14.3,0,19281358,48,39.1,13.7,0
06/27/2021,Race_eth_NHAsian,6287820,6.1,0,5931679,35.8,33.8,6.2,0
06/27/2021,Ages_25-39_yrs,33070526,20,0,27707686,53.3,44.7,19.6,0
06/27/2021,Race_eth_unknown,62565250,60.9,0,45947047,0,0,48.2,0
06/27/2021,Sex_unknown,1768442,1.1,0,1272794,0,0,0.9,0
06/27/2021,Ages_16-17_yrs,3228417,2,0,2535172,42.7,33.5,1.8,0
06/27/2021,Race_eth_NHNHOPI,312696,0.3,0,269788,35.1,30.3,0.3,0
06/27/2021,Ages_65-74_yrs,26514657,16,0,23509321,89.4,79.3,16.6,0
06/27/2021,Age_unknown,22795,0,0,4431,0,0,0,0
06/27/2021,Race_eth_NHWhite,61556794,59.9,0,58391554,33.2,31.5,61.3,0
06/27/2021,Ages_30-39_yrs,22761524,13.8,0,19184010,56.2,47.4,13.6,0
06/27/2021,Ages_<18yrs,7970228,4.8,0,5734246,12,8.6,4.1,0
06/27/2021,Ages_75+_yrs,18304074,11.1,0,16209943,85.4,75.6,11.5,0
06/27/2021,Sex_known,163605693,0,98.9,139934211,0,0,0,99.1
06/27/2021,Ages_50-64_yrs,42819233,25.9,0,37371929,72.9,63.7,26.5,0
06/27/2021,Sex_Female,86535480,52.9,0,74161802,56.2,48.2,53,0
06/27/2021,Race_eth_NHAIAN,1045976,1,0,891999,44.7,38.1,0.9,0
06/27/2021,US,165374135,0,0,141207005,0,0,0,0
06/27/2021,Ages_<12yrs,181740,0.1,0,106406,0.4,0.2,0.1,0
06/27/2021,Ages_12-15_yrs,4560071,2.8,0,3092668,30,20.3,2.2,0
06/26/2021,US,165018355,0,0,140443360,0,0,0,0
06/26/2021,Race_eth_NHAsian,6262359,6.1,0,5860878,35.7,33.4,6.2,0
06/26/2021,Ages_75+_yrs,18288410,11.1,0,16184604,85.3,75.5,11.5,0
06/26/2021,Ages_25-39_yrs,32983537,20,0,27506540,53.2,44.3,19.6,0
06/26/2021,Race_eth_NHBlack,9398619,9.2,0,8316797,25,22.1,8.8,0
06/26/2021,Sex_Female,86363829,52.9,0,73783625,56.1,47.9,53,0
06/26/2021,Race_eth_NHNHOPI,311766,0.3,0,268090,35,30.1,0.3,0
06/26/2021,Ages_30-39_yrs,22703238,13.8,0,19049529,56.1,47,13.6,0
06/26/2021,Ages_12-15_yrs,4521732,2.7,0,3031495,29.7,19.9,2.2,0
06/26/2021,Ages_<12yrs,178937,0.1,0,103402,0.4,0.2,0.1,0
06/26/2021,Sex_unknown,1766316,1.1,0,1270953,0,0,0.9,0
06/26/2021,Sex_known,163252039,0,98.9,139172407,0,0,0,99.1
06/26/2021,Sex_Male,76888210,47.1,0,65388782,51.6,43.9,47,0
06/26/2021,Age_known,164995581,0,99,140438934,0,0,0,99
06/26/2021,Ages_<18yrs,7914008,4.8,0,5638702,11.9,8.5,4,0
06/26/2021,Race_eth_NHMult_Oth,8346495,8.1,0,7590610,0,0,8,0
06/26/2021,Race_eth_NHWhite,61433099,59.9,0,58094460,33.1,31.3,61.4,0
06/26/2021,Ages_40-49_yrs,23239821,14.1,0,19789363,62.7,53.4,14.1,0
06/26/2021,Ages_16-17_yrs,3213339,1.9,0,2503805,42.5,33.1,1.8,0
06/26/2021,Race_eth_known,102518136,0,62.1,94645425,0,0,0,67.4
06/26/2021,Ages_18-29_yrs,23617888,14.3,0,19122810,47.9,38.7,13.6,0
06/26/2021,Age_unknown,22774,0,0,4426,0,0,0,0
06/26/2021,Ages_18-24_yrs,13337589,8.1,0,10665799,48,38.4,7.6,0
06/26/2021,Race_eth_NHAIAN,1043201,1,0,887196,44.6,37.9,0.9,0
06/26/2021,Ages_50-64_yrs,42746300,25.9,0,37193409,72.8,63.4,26.5,0
06/26/2021,Ages_65-74_yrs,26485916,16.1,0,23460517,89.3,79.1,16.7,0
06/26/2021,Race_eth_unknown,62500219,61,0,45797935,0,0,48.4,0
06/26/2021,Race_eth_Hispanic,15722597,15.3,0,13627394,30.1,26.1,14.4,0
06/25/2021,Sex_known,162913288,0,98.9,138680880,0,0,0,99.1
06/25/2021,Ages_<12yrs,176235,0.1,0,99948,0.4,0.2,0.1,0
06/25/2021,Sex_Male,76721275,47.1,0,65145308,51.5,43.7,47,0
06/25/2021,Ages_12-15_yrs,4477591,2.7,0,2952919,29.4,19.4,2.1,0
06/25/2021,Race_eth_NHWhite,61328400,60,0,57916572,33.1,31.2,61.4,0
06/25/2021,Ages_25-39_yrs,32899984,20,0,27386398,53,44.1,19.6,0
06/25/2021,Ages_75+_yrs,18274907,11.1,0,16168808,85.2,75.4,11.6,0
06/25/2021,Sex_unknown,1758812,1.1,0,1263550,0,0,0.9,0
06/25/2021,Ages_16-17_yrs,3197521,1.9,0,2481159,42.3,32.8,1.8,0
06/25/2021,Ages_40-49_yrs,23190673,14.1,0,19718426,62.6,53.2,14.1,0
06/25/2021,Ages_<18yrs,7851347,4.8,0,5534026,11.8,8.3,4,0
06/25/2021,Sex_Female,86192013,52.9,0,73535572,56,47.8,53,0
06/25/2021,Ages_50-64_yrs,42678665,25.9,0,37097928,72.7,63.2,26.5,0
06/25/2021,Race_eth_NHAIAN,1040432,1,0,883434,44.4,37.7,0.9,0
06/25/2021,Race_eth_NHAsian,6245824,6.1,0,5830335,35.6,33.2,6.2,0
06/25/2021,Race_eth_Hispanic,15633835,15.3,0,13517702,29.9,25.9,14.3,0
06/25/2021,Age_unknown,22747,0,0,4415,0,0,0,0
06/25/2021,Ages_18-29_yrs,23542538,14.3,0,19018593,47.7,38.5,13.6,0
06/25/2021,Race_eth_NHBlack,9371469,9.2,0,8280266,24.9,22,8.8,0
06/25/2021,Ages_18-24_yrs,13290532,8.1,0,10601924,47.9,38.2,7.6,0
06/25/2021,Age_known,164649353,0,99,139940015,0,0,0,99
06/25/2021,Race_eth_NHNHOPI,310830,0.3,0,266877,34.9,29.9,0.3,0
06/25/2021,Ages_30-39_yrs,22647978,13.8,0,18969729,55.9,46.9,13.6,0
06/25/2021,Race_eth_known,102256523,0,62.1,94255286,0,0,0,67.4
06/25/2021,Race_eth_unknown,62415577,61,0,45689144,0,0,48.5,0
06/25/2021,Race_eth_NHMult_Oth,8325733,8.1,0,7560100,0,0,8,0
06/25/2021,US,164672100,0,0,139944430,0,0,0,0
06/25/2021,Ages_65-74_yrs,26463245,16.1,0,23432505,89.2,79,16.7,0
06/24/2021,Race_eth_NHMult_Oth,8297847,8.1,0,7522853,0,0,8,0
06/24/2021,Ages_12-15_yrs,4439220,2.7,0,2883246,29.2,18.9,2.1,0
06/24/2021,Ages_75+_yrs,18279625,11.1,0,16162359,85.3,75.4,11.6,0
06/24/2021,Sex_known,162786825,0,98.9,138364877,0,0,0,99.1
06/24/2021,Ages_25-39_yrs,32865068,20,0,27311105,53,44,19.6,0
06/24/2021,Ages_40-49_yrs,23175938,14.1,0,19677282,62.5,53.1,14.1,0
06/24/2021,Ages_18-24_yrs,13264783,8.1,0,10556459,47.8,38,7.6,0
06/24/2021,Ages_50-64_yrs,42674076,25.9,0,37052123,72.7,63.1,26.5,0
06/24/2021,Ages_30-39_yrs,22626413,13.8,0,18920583,55.9,46.7,13.6,0
06/24/2021,Ages_<18yrs,7797002,4.7,0,5442007,11.8,8.2,3.9,0
06/24/2021,Sex_Male,76651893,47.1,0,64986505,51.4,43.6,47,0
06/24/2021,Race_eth_NHBlack,9357809,9.2,0,8252713,24.9,21.9,8.8,0
06/24/2021,Race_eth_Hispanic,15568339,15.2,0,13421500,29.8,25.7,14.3,0
06/24/2021,Ages_18-29_yrs,23503438,14.3,0,18946981,47.6,38.4,13.6,0
06/24/2021,Sex_unknown,1756304,1.1,0,1261253,0,0,0.9,0
06/24/2021,Ages_65-74_yrs,26463968,16.1,0,23420424,89.2,79,16.8,0
06/24/2021,US,164543129,0,0,139626130,0,0,0,0
06/24/2021,Ages_16-17_yrs,3184205,1.9,0,2461804,42.1,32.6,1.8,0
06/24/2021,Age_unknown,22669,0,0,4371,0,0,0,0
06/24/2021,Race_eth_unknown,62363856,61,0,45609366,0,0,48.5,0
06/24/2021,Race_eth_NHWhite,61355407,60,0,57856194,33.1,31.2,61.5,0
06/24/2021,Race_eth_NHNHOPI,310446,0.3,0,265762,34.8,29.8,0.3,0
06/24/2021,Ages_<12yrs,173577,0.1,0,96957,0.4,0.2,0.1,0
06/24/2021,Age_known,164520460,0,99,139621759,0,0,0,99
06/24/2021,Race_eth_NHAIAN,1038240,1,0,880217,44.3,37.6,0.9,0
06/24/2021,Race_eth_known,102179273,0,62.1,94016764,0,0,0,67.3
06/24/2021,Sex_Female,86134932,52.9,0,73378372,56,47.7,53,0
06/24/2021,Race_eth_NHAsian,6251185,6.1,0,5817525,35.6,33.2,6.2,0
06/23/2021,Ages_18-24_yrs,13215224,8,0,10501602,47.6,37.8,7.5,0
06/23/2021,Ages_<12yrs,170843,0.1,0,94404,0.4,0.2,0.1,0
06/23/2021,Race_eth_unknown,62269817,61.1,0,45512185,0,0,48.6,0
06/23/2021,Race_eth_NHBlack,9328681,9.2,0,8218923,24.8,21.8,8.8,0
06/23/2021,Race_eth_NHAsian,6234633,6.1,0,5795892,35.5,33,6.2,0
06/23/2021,Sex_Male,76475965,47.1,0,64777289,51.3,43.4,47,0
06/23/2021,Ages_50-64_yrs,42607994,26,0,36969975,72.6,63,26.6,0
06/23/2021,Race_eth_Hispanic,15488037,15.2,0,13334610,29.7,25.5,14.2,0
06/23/2021,Ages_25-39_yrs,32780100,20,0,27212928,52.8,43.9,19.5,0
06/23/2021,Ages_30-39_yrs,22570865,13.7,0,18855375,55.7,46.6,13.5,0
06/23/2021,Sex_Female,85958541,52.9,0,73167246,55.9,47.5,53,0
06/23/2021,Race_eth_known,101918773,0,62.1,93689412,0,0,0,67.3
06/23/2021,Ages_18-29_yrs,23424459,14.3,0,18859155,47.5,38.2,13.5,0
06/23/2021,Ages_75+_yrs,18266542,11.1,0,16144602,85.2,75.3,11.6,0
06/23/2021,Ages_65-74_yrs,26441294,16.1,0,23391239,89.1,78.9,16.8,0
06/23/2021,US,164188590,0,0,139201597,0,0,0,0
